song_id,name,difficulty,unofficial_diff,ec_diff,hc_diff,exh_diff,ec_count,hc_count,exh_count
3734,"Macho Monky",ANOTHER,12.1,2.8,6.2,9.7,1986,1455,439
3737,"Necroxis Girl",ANOTHER,12.5,8.1,8.8,11.7,1013,862,154
3743,Unbelief,ANOTHER,12.4,7.4,9.7,12.3,1124,634,104
3746,Carmina,ANOTHER,12.6,9.0,11.1,13.5,794,305,39
3767,ONIGOROSHI,ANOTHER,12.1,2.5,6.3,9.9,1831,1260,368
3773,"HARD BRAIN",ANOTHER,12.3,5.6,7.0,9.7,1756,1395,505
3794,"ruin of opals",ANOTHER,12.3,6.3,7.9,10.8,1275,971,247
3797,Visterhv,ANOTHER,12.3,5.3,7.6,10.6,1750,1180,297
3808,Welcome,LEGGENDARIA,12.5,7.7,10.1,12.4,1011,495,91
3812,"B4U(BEMANI FOR YOU MIX)",LEGGENDARIA,12.3,5.8,8.4,11.1,1458,923,230
3813,"Wanna Party?",LEGGENDARIA,12.2,4.4,7.4,10.1,1897,1238,401
3814,"AIR RAID FROM THA UNDAGROUND",LEGGENDARIA,12.4,5.6,8.0,11.2,1277,874,176
3820,GENE,ANOTHER,12.1,2.4,7.1,10.0,2139,1303,418
3823,"Night! Night! Night!",ANOTHER,12.1,1.7,6.4,9.9,2168,1426,424
3832,"お菓子の王国",ANOTHER,12.4,7.2,10.7,13.4,1272,373,44
3835,"泰東ノ翠霞",ANOTHER,12.1,3.8,7.3,11.1,1691,990,177
3839,"Twelfth Style",LEGGENDARIA,12.4,6.6,9.3,11.7,1256,689,141
3842,"GO OVER WITH GLARE -ROOTAGE 26-",ANOTHER,12.3,5.7,7.9,10.6,1427,969,279
3845,"Lethal Weapon",ANOTHER,12.3,5.5,8.9,11.6,1539,765,155
3848,"Afterimage d'automne",ANOTHER,11.8,1.0,3.7,8.2,2256,1894,710
3860,"Trill auf G",ANOTHER,12.2,3.9,8.3,11.4,1848,949,190
3863,voltississimo,ANOTHER,12.3,4.7,8.9,11.5,1507,720,150
3872,"最小三倍完全数",ANOTHER,12.4,5.9,8.8,12.0,1348,797,117
3935,"Primitive Vibes",ANOTHER,11.8,1.0,3.5,8.0,2424,2029,791
3953,"T-REX vs Velociraptor (In the Far east euphoria)",ANOTHER,12.1,1.4,6.2,9.9,2133,1460,407
3956,"TECHNO Style Essentials",ANOTHER,12.3,3.9,7.4,10.5,1885,1198,312
3959,"THE BRAVE MUST DIE",ANOTHER,12.4,7.2,10.3,12.6,1172,475,75
3962,TRIUMPH,ANOTHER,12.2,2.8,5.9,9.8,2065,1525,431
3992,"深淵に捧ぐレクイエム",ANOTHER,12.0,1.1,5.5,9.3,2292,1648,530
4000,"one or eight",LEGGENDARIA,12.2,3.6,7.9,11.2,1697,988,196
4001,"千年ノ理",LEGGENDARIA,12.6,9.6,11.6,13.5,627,213,28
4013,"LIGHTNING STRIKES",ANOTHER,12.3,4.9,7.8,10.6,1734,1099,296
4025,"AKASHIC BREAK",ANOTHER,12.1,1.6,7.2,10.5,1929,1166,283
4034,"華麗なる大犬円舞曲",ANOTHER,12.3,5.2,8.1,11.1,1658,1004,218
4040,"Inferno of Fomalhaut",ANOTHER,12.5,8.2,10.0,12.7,877,512,70
4046,"SCREW // owo // SCREW",ANOTHER,12.3,2.8,6.9,11.2,1755,1090,169
4055,"Rave Patroller",ANOTHER,12.0,1.8,5.5,8.9,2042,1571,571
4058,"THE F∀UST",ANOTHER,12.5,8.0,10.3,12.4,1027,470,87
4070,"Lords Of The Roundtable",ANOTHER,12.3,3.8,7.5,11.5,1560,898,122
4073,"Matt Silver",ANOTHER,12.3,6.3,7.7,10.3,1438,1105,357
4077,POODLE,LEGGENDARIA,12.1,1.8,6.2,9.6,1855,1329,433
4078,"TITANS RETURN",LEGGENDARIA,12.5,7.4,11.0,13.4,803,255,32
4081,"がっつり陰キャ!? 怪盗いいんちょの億劫^^;",ANOTHER,12.4,7.1,9.2,11.6,1231,759,161
4087,"LASER CRUSTER (IGNITE REMIX)",ANOTHER,12.3,4.8,8.3,11.2,1602,915,198
4105,"BEAT PRISONER",ANOTHER,12.4,5.8,8.4,11.5,1485,911,165
4108,"Double Dribble",ANOTHER,12.2,3.3,6.4,9.5,1830,1325,465
4111,"Level 2",ANOTHER,12.4,6.0,8.9,11.8,1333,749,130
4123,"Vinculum stellarum",ANOTHER,12.3,5.5,8.2,11.0,1485,913,223
4131,ZEPHYRANTHES,LEGGENDARIA,12.4,6.1,8.7,11.6,1161,741,146
4134,"Everlasting Message",ANOTHER,12.5,7.3,10.3,13.0,1030,408,49
4137,Artist,ANOTHER,12.4,7.2,9.9,12.6,1130,520,75
4140,Friction[!]Function,ANOTHER,12.2,2.8,6.9,10.4,1857,1224,303
4152,"ピアノ協奏曲第1番”蠍火” (BlackY Remix)",ANOTHER,12.6,8.5,10.0,12.8,792,514,63
4162,TRANOID,LEGGENDARIA,12.6,10.3,11.7,13.5,350,149,29
4168,"魅惑のYUMMYスイーツ",ANOTHER,12.5,7.6,10.4,13.1,987,389,47
4172,Secrets,LEGGENDARIA,12.4,6.7,9.4,11.7,1140,640,145
4178,ORCA,ANOTHER,12.4,7.0,9.7,12.4,1152,583,93
4187,"Dans la nuit de l'eternite",ANOTHER,12.3,4.2,8.2,11.4,1610,897,157
4193,EROICA,ANOTHER,12.7,11.1,13.0,14.2,269,65,4
4199,"Smashing Wedge",ANOTHER,12.5,7.8,9.9,12.4,923,493,83
4205,"Megalara Garuda",ANOTHER,12.2,2.8,7.3,10.5,1671,1031,281
4213,GuNGNiR,LEGGENDARIA,12.7,11.0,13.0,14.0,268,68,7
4225,"BIGソムタム",ANOTHER,12.1,2.5,5.9,9.4,2004,1463,465
4237,"Empire of Fury",ANOTHER,12.3,5.5,8.4,11.4,1443,850,159
4312,Vitrum,ANOTHER,12.1,1.3,5.7,9.2,2013,1442,495
4321,"∀",ANOTHER,12.5,8.1,10.4,12.7,981,434,66
4330,"水鏡の異界",ANOTHER,12.3,4.4,7.9,11.0,1601,981,209
4345,"魔法のかくれんぼ",ANOTHER,12.3,6.1,9.1,12.0,1184,651,104
4346,"Arabian Rave Night",LEGGENDARIA,12.3,4.2,7.6,10.5,1497,987,269
4351,"お米の美味しい炊き方、そしてお米を食べることによるその効果。",LEGGENDARIA,12.5,7.0,9.8,12.7,929,491,63
4366,"THE PEERLESS UNDER HEAVEN",ANOTHER,12.4,7.0,9.4,12.2,1173,654,93
4375,Viridian,ANOTHER,12.4,6.6,8.5,11.0,1249,847,221
4381,"閠槞彁の願い",ANOTHER,12.5,7.6,9.9,12.4,941,486,79
4402,"ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS)",ANOTHER,12.3,4.1,7.6,10.8,1690,1029,249
4408,MEGAERA,ANOTHER,12.5,7.7,10.3,12.6,918,416,69
4411,"Rubrum Piano",ANOTHER,12.0,1.2,4.7,8.0,1930,1541,658
4414,"SOLID STATE SQUAD -RISEN RELIC REMIX-",ANOTHER,12.3,5.7,8.3,11.4,1305,841,157
4423,"Dawn Saga",ANOTHER,12.1,1.4,5.7,8.8,1979,1464,584
4426,"-65℃",ANOTHER,12.5,8.1,10.2,12.7,841,431,62
4432,"Tiempo Loco",ANOTHER,12.3,5.9,8.2,10.8,1361,892,238
4435,"innocent revolver",ANOTHER,12.3,5.6,7.9,10.9,1316,889,221
4450,"バッド・スイーツ、バッド・ドリーム",ANOTHER,12.0,1.0,4.9,9.5,1977,1431,381
4457,"thunder HOUSE NATION Remix",LEGGENDARIA,12.4,7.5,9.1,11.4,920,641,161
4458,"Be quiet",LEGGENDARIA,12.5,9.4,10.4,12.8,573,362,57
4460,Ganymede,LEGGENDARIA,12.2,3.1,7.8,11.0,1268,801,186
4463,"BLACK or WHITE?",ANOTHER,12.4,7.0,8.8,11.3,1056,708,181
4466,"ディスコルディア",ANOTHER,12.6,8.8,10.9,13.2,681,280,43
4481,Parvati,ANOTHER,11.8,1.0,3.8,7.9,1847,1544,638
4484,"二人ノ廃城幽踊宴",ANOTHER,12.5,8.3,11.1,13.6,701,244,22
4487,"伐折羅-vajra-",ANOTHER,12.4,7.7,9.3,11.7,969,650,144
4503,"STEEL NEEDLE",LEGGENDARIA,12.7,10.7,13.5,14.2,287,39,4
4506,"Ignis†Irae",ANOTHER,12.4,7.3,9.9,12.5,956,476,72
4509,"Sinus Iridum",ANOTHER,12.6,10.0,12.6,13.9,428,78,9
4520,"ΕΛΠΙΣ",LEGGENDARIA,12.4,7.4,9.8,11.9,909,503,114
4523,"COSMIC RAY",ANOTHER,12.4,6.2,9.7,12.3,1075,511,75
4532,"Level 3",ANOTHER,12.4,7.0,8.6,11.2,1041,751,171
4535,"LOCUS OF THE TRAVEL",ANOTHER,12.4,6.6,9.4,11.9,1080,578,100
4544,"DUAL STRIKER",ANOTHER,12.4,6.8,9.1,11.6,1051,632,142
4556,"スーパー戦湯ババンバーン",ANOTHER,12.1,4.1,7.0,10.0,1309,942,301
4561,"Anisakis -somatic mutation type""Forza""-",LEGGENDARIA,12.6,9.1,11.7,13.8,614,163,14
4562,Ypsilon,LEGGENDARIA,12.2,5.2,7.6,10.1,1193,847,290
4563,SAMURAI-Scramble,LEGGENDARIA,12.5,6.3,10.0,13.3,832,325,27
4564,"the trigger of innocence",LEGGENDARIA,12.2,3.7,7.3,10.3,1429,959,292
4570,"Angel's Ladder",ANOTHER,12.3,4.7,8.1,11.3,1565,924,176
4582,"Don't believe the hype",ANOTHER,12.3,5.5,8.1,11.3,1306,795,154
4591,Fegrix,ANOTHER,12.3,4.8,7.4,10.4,1513,1069,298
4597,GiGaGaHell,ANOTHER,12.2,3.6,7.7,11.5,1392,809,125
4609,"LIVE DRIVING!! feat. 花たん",ANOTHER,12.3,5.5,7.9,10.9,1393,925,223
4633,"Purple Perplex",ANOTHER,12.3,4.6,8.3,11.8,1378,778,115
4636,"Skreaming for Salvation",ANOTHER,12.2,4.4,7.9,10.8,1353,822,203
4645,"Triple Cross",ANOTHER,12.3,5.8,8.1,10.8,1328,884,231
4692,BroGamer,LEGGENDARIA,12.7,11.2,12.1,13.9,215,126,10
4693,"Candy Galy",LEGGENDARIA,12.4,6.9,9.5,11.9,972,562,110
4707,"One for All",ANOTHER,12.1,3.9,7.2,10.5,1396,911,235
4710,TOMAHAWK,ANOTHER,12.3,5.0,8.1,11.9,1195,737,95
4722,Aftermath,ANOTHER,12.3,6.0,8.1,10.7,1217,818,230
4734,ALTERNATOR,ANOTHER,12.3,6.0,7.9,10.7,1248,878,240
4746,"禊",ANOTHER,12.1,1.5,6.2,9.4,1793,1265,442
4752,"Binary Black Hole",ANOTHER,12.6,9.4,10.7,12.8,566,302,54
4755,"Silver Bullet",ANOTHER,12.4,6.7,9.6,12.2,1010,514,89
4768,"NEW GENERATION -もう、お前しか見えない-",LEGGENDARIA,12.3,6.1,9.5,12.2,904,477,75
4780,"PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.",ANOTHER,12.4,7.1,9.1,11.6,1013,627,137
4783,"烽火連天の刃",ANOTHER,12.3,6.5,8.7,11.2,1123,714,172
4789,"Push on Beats!～音ゲの国のeX-ストリーマー～",ANOTHER,12.3,5.8,8.4,11.4,1067,692,151
4792,"2 Beasts Unchained",ANOTHER,12.4,7.5,9.7,12.0,723,420,86
4798,"逆月",ANOTHER,12.4,5.1,7.9,11.0,1289,854,197
4804,"世界の果てに約束の凱歌を -ReUnion-",ANOTHER,12.3,5.7,8.2,11.2,1373,887,184
4806,REVOLVER,LEGGENDARIA,12.5,8.1,10.5,12.9,716,324,55
4807,"Scripted Connection⇒ A mix",LEGGENDARIA,12.4,7.4,9.5,11.8,825,511,109
4813,"Flying Castle",ANOTHER,12.4,6.4,8.4,11.1,1081,743,178
4819,WHA,ANOTHER,12.5,6.9,10.3,13.4,932,355,26
4825,"天邪鬼",ANOTHER,12.4,5.7,8.0,10.7,1311,874,237
4828,"ABSOLUTE EVIL",ANOTHER,12.4,6.2,8.7,11.5,1184,714,149
4831,n/a,ANOTHER,12.7,11.4,12.5,13.9,188,84,10
4835,Phoenix,LEGGENDARIA,12.7,10.8,11.9,13.7,270,132,17
4838,"RAGE feat.H14 of LEONAIR",ANOTHER,12.5,7.4,9.9,12.8,885,432,46
4841,"Smalt #28598F",ANOTHER,12.3,3.8,7.0,9.9,1503,1026,367
4844,"ピアノ独奏無言歌 ""灰燼""",ANOTHER,12.7,10.6,12.1,13.6,320,119,21
4845,"Time to Air",LEGGENDARIA,12.5,9.5,10.3,12.8,465,322,48
4852,"Fire Beat",ANOTHER,11.8,1.4,6.0,9.8,1186,854,268
4855,GRAVITON,ANOTHER,12.4,7.4,9.0,11.3,815,588,160
4868,GIGANT,LEGGENDARIA,12.1,3.5,6.7,10.0,1126,850,274
4869,Override,LEGGENDARIA,12.6,8.8,10.2,12.1,592,375,93
4870,Umbral,LEGGENDARIA,12.2,5.3,7.6,10.5,1062,776,228
4871,"華爛漫 -Flowers-",LEGGENDARIA,12.4,7.1,9.1,11.4,924,603,152
4875,"Illegal Function Call",LEGGENDARIA,12.7,11.4,13.4,14.1,172,41,5
4881,Arkadia,ANOTHER,12.5,7.3,9.3,11.7,921,572,127
4887,hard-wired,ANOTHER,12.5,8.0,10.6,13.6,700,282,23
4893,"雪上断火",ANOTHER,12.0,1.4,5.4,9.5,1465,1034,299
4899,anthracene,ANOTHER,12.3,5.1,7.8,10.7,1320,870,228
4902,B.O.D.Y.,ANOTHER,12.3,4.3,7.2,10.0,1466,1004,329
4905,"Bad Encryption",ANOTHER,12.5,8.3,11.2,13.5,733,233,29
4929,Meissa,ANOTHER,12.0,2.5,6.3,9.6,1582,1112,374
4935,"No Border",ANOTHER,12.3,5.0,8.0,10.6,1416,877,254
4965,TECHNOPHOBIA,ANOTHER,12.3,5.9,8.3,11.6,1307,838,149
4992,"儚キ戀ノ幻想譚",ANOTHER,12.4,6.7,8.8,11.3,1101,705,175
5016,I,ANOTHER,12.3,5.9,8.2,10.9,1124,754,196
5019,RINNE,ANOTHER,12.4,7.1,9.4,11.7,879,526,112
5025,"[ ]DENTITY",ANOTHER,12.5,7.3,9.7,12.3,862,459,71
5028,VOLAQUAS,ANOTHER,12.4,6.3,9.0,11.7,934,542,110
5031,"ハイテックトキオ",LEGGENDARIA,12.2,2.8,6.4,9.6,1408,1032,355
5032,"rage against usual",LEGGENDARIA,12.4,6.7,11.6,13.6,865,149,19
5033,"The Limbo",LEGGENDARIA,12.7,11.6,12.7,13.9,155,72,10
5045,"Peaktime Booster",ANOTHER,12.2,3.4,7.9,11.7,1285,718,108
5048,"LOUDER ROLLING THUNDER",ANOTHER,12.4,6.5,9.5,12.0,911,474,87
5060,"Hat Surprise (Season 2)",ANOTHER,12.2,4.8,7.0,10.0,1124,833,279
5063,"Ou Legends",ANOTHER,12.3,6.1,8.8,11.6,936,573,112
5073,"Sweet Clapper",LEGGENDARIA,12.3,5.6,8.0,10.6,1213,813,231
5074,"デモーニッシュ",LEGGENDARIA,12.4,6.9,9.1,11.9,753,497,95
5088,"ONE AND ONLY",ANOTHER,12.1,2.7,6.1,9.7,1406,1064,338
5091,"Super Freak",ANOTHER,12.2,4.2,7.5,10.6,1201,784,211
5094,"Level 4",ANOTHER,12.4,6.1,9.2,12.1,966,525,75
5115,"The Clown of 24stairs",ANOTHER,12.4,7.3,10.4,13.0,761,302,40
5118,"恋愛＝精度×認識力",ANOTHER,12.3,5.1,8.8,11.8,891,463,82
5124,"dica dica",ANOTHER,12.2,3.8,7.5,10.9,1316,812,172
5125,"Burning Flame",LEGGENDARIA,12.3,5.3,7.8,11.0,1010,707,172
5127,"龍王の霊廟(Mausoleum Of The Primal Dragon)",LEGGENDARIA,12.4,6.4,9.8,12.3,877,397,65
5130,"kors k's How to make OTOGE CORE 「LONG」",ANOTHER,12.3,6.0,8.3,11.2,971,641,164
5133,"Beyond Evolution",ANOTHER,12.6,9.4,12.3,13.9,508,95,9
5145,glacia,ANOTHER,12.2,4.9,7.4,10.2,1151,809,259
5148,Chaotoxin,ANOTHER,12.4,6.1,9.3,11.8,992,513,107
5151,"栄冠のカンパネラ",ANOTHER,12.5,8.5,10.6,13.0,608,287,39
5154,BIGWAVERS,ANOTHER,12.3,5.7,8.2,11.0,1013,661,181
5157,Somnidiscotheque,ANOTHER,12.7,11.7,13.0,14.1,139,51,5
5169,"神のシナリオ",ANOTHER,12.2,3.7,7.5,10.7,1234,784,179
5172,"ぞうしょく！？マイデンティティ",ANOTHER,12.3,6.0,8.6,11.2,861,554,139
5175,Xerulean,ANOTHER,12.6,9.3,10.9,13.1,477,227,36
5184,"MAX 300",ANOTHER,12.3,6.1,9.0,11.8,898,512,97
5190,OTOKOZAKA,ANOTHER,12.1,4.5,7.1,9.9,1135,828,290
5194,"Elektrick U-Phoria",LEGGENDARIA,12.6,8.6,10.5,12.6,527,278,53
5196,"Violet Pulse",LEGGENDARIA,12.5,7.9,10.4,12.6,630,294,50
5197,"four pieces of heaven",LEGGENDARIA,12.6,10.3,12.2,13.8,275,89,10
5200,#CMFLG,ANOTHER,12.0,1.4,6.1,9.9,1331,962,288
5203,"24h Endurance Race",ANOTHER,12.3,5.8,8.8,11.8,922,530,90
5206,"Always We Trust In You",ANOTHER,12.2,3.7,7.9,11.0,1079,658,156
5218,"MAX 360",ANOTHER,12.2,2.1,6.8,10.4,935,629,187
5227,Stylus,ANOTHER,12.3,4.0,7.2,10.3,1160,785,233
5233,VOID,ANOTHER,12.4,7.4,10.1,12.5,627,279,48
5239,suspicions,ANOTHER,12.5,8.6,10.1,12.2,414,262,66
5255,ATHER,LEGGENDARIA,12.1,1.4,8.2,11.5,889,471,96
5256,"Dances with Snow Fairies",LEGGENDARIA,12.7,11.4,13.0,14.0,166,51,6
5272,Dahlia,ANOTHER,12.1,2.4,6.1,10.0,1371,1037,279
5284,frequent,ANOTHER,12.3,4.8,7.5,10.4,1198,814,234
5287,"GAME ON",ANOTHER,12.2,2.9,7.5,11.0,1295,749,142
5293,"Ghost Pulse",ANOTHER,12.2,4.3,7.2,10.0,1291,917,296
5305,"JUSTICE/GUILTY feat. Nana Takahashi & 709sec.",ANOTHER,12.1,2.8,6.6,9.9,1372,971,298
5317,"SOLAR ECLIPSE",ANOTHER,12.4,5.6,10.0,13.2,1059,389,33
5371,"摩天楼",ANOTHER,12.4,6.8,8.9,11.6,885,556,120
5380,"恋する☆宇宙戦争っ！！",LEGGENDARIA,12.4,6.4,8.7,11.5,893,594,132
5381,"BLUE DRAGON(雷龍RemixIIDX)",LEGGENDARIA,12.2,5.1,8.4,11.4,981,597,131
5382,CODE:0,LEGGENDARIA,12.5,7.4,9.9,12.6,668,367,51
5397,"《PL|RAYER》",ANOTHER,11.8,1.1,3.9,7.6,1221,1059,546
5403,"電光",ANOTHER,12.0,1.0,4.9,9.2,1219,973,337
5418,Sirius,ANOTHER,12.0,0.9,4.2,8.4,1213,1008,399
5421,"終焔のClaudia",ANOTHER,12.2,2.7,6.8,10.2,1098,756,223
5424,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",ANOTHER,12.2,1.4,6.7,10.5,1116,712,159
5439,"Out of Control",ANOTHER,12.3,5.7,9.2,11.9,936,474,78
5442,"Vermilion Carol",ANOTHER,12.3,4.8,8.1,10.9,1025,615,166
5445,"Logic Board",ANOTHER,12.5,8.6,10.4,12.5,563,303,57
5446,"表裏一体！？怪盗いいんちょの悩み",LEGGENDARIA,12.5,7.9,10.3,12.5,557,273,52
5461,"MAXIMUM CHEAT GIRL",ANOTHER,12.3,5.5,8.1,11.1,880,561,131
5464,"Glitch N Ride",ANOTHER,12.4,6.6,9.2,11.9,625,337,69
5476,"Sword of Vengeance",ANOTHER,11.8,1.0,4.0,8.0,1111,960,443
5479,"Million Dollar",ANOTHER,12.4,5.8,8.5,11.4,805,507,121
5482,CADENZA,ANOTHER,12.5,8.3,10.1,12.2,529,298,68
5491,Xb10r,ANOTHER,12.3,4.2,7.4,10.4,824,552,176
5494,"Ambivalent Vermilia",ANOTHER,12.5,7.6,9.8,12.5,481,277,49
5509,"Stereo Beasts",ANOTHER,12.3,5.7,7.3,10.0,846,655,231
5511,KING,LEGGENDARIA,12.2,2.7,6.4,9.5,1271,924,347
5513,"Miracle 5ympho X",LEGGENDARIA,12.3,3.9,8.4,11.9,759,426,63
5514,O/D*20,LEGGENDARIA,12.4,7.0,9.2,11.7,646,398,96
5516,Saturn,LEGGENDARIA,12.6,8.3,10.8,13.5,402,185,21
5519,"俺ら東京さ行ぐだ",LEGGENDARIA,12.4,6.3,9.6,12.3,793,408,63
5520,"華蝶風雪",LEGGENDARIA,12.3,5.8,8.0,11.3,656,477,108
5544,BLAZING_LAZER,ANOTHER,12.3,5.8,8.1,10.8,774,507,143
5550,"未完成ノ蒸氣驅動乙女",ANOTHER,12.3,4.3,8.1,10.9,854,524,149
5553,"残像ニ繋ガレタ追憶ノHIDEAWAY",ANOTHER,12.0,0.9,4.0,7.8,1123,952,481
5556,"Demon March",ANOTHER,12.5,7.3,10.0,12.5,655,321,55
5559,"惑星鉄道",ANOTHER,12.6,9.7,11.8,13.8,313,103,11
5562,"The Last Apocalypse",ANOTHER,12.4,5.9,8.6,11.4,705,450,115
5565,"Level 5",ANOTHER,12.5,6.4,9.8,13.0,621,283,28
5580,ACT0,ANOTHER,12.0,1.4,5.7,9.6,1055,828,274
5583,"電腦都市",ANOTHER,12.3,4.6,7.7,11.0,812,539,122
5589,"今宵、ロマンス横丁。",ANOTHER,12.2,1.4,6.3,9.7,958,712,258
5595,CODE:2,ANOTHER,12.0,0.8,4.1,8.0,1022,879,419
5598,Vulnerability,ANOTHER,12.5,8.4,10.1,12.6,431,255,41
5604,"Cult Invitation",ANOTHER,12.3,4.2,8.2,11.4,767,445,94
5607,Resonant,ANOTHER,12.3,5.0,8.3,11.0,713,438,130
5614,GUILTY,LEGGENDARIA,12.3,5.2,8.0,10.7,669,454,141
5615,"DEATH†ZIGOQ ～怒りの高速爆走野郎～",LEGGENDARIA,12.7,11.6,12.9,13.9,109,42,6
5616,"Lost Souls",LEGGENDARIA,12.6,9.2,10.8,12.9,320,171,36
5617,"SOLID WYVERN",LEGGENDARIA,12.6,9.7,10.9,12.9,285,165,32
5622,"海神",LEGGENDARIA,12.4,7.2,9.8,12.4,527,294,51
5623,"紫陽花 -AZISAI-",LEGGENDARIA,12.5,8.2,10.8,13.5,439,178,17
5632,"Bring The Fire",ANOTHER,12.2,4.9,6.4,9.8,1006,830,257
5641,"COSMIC V3LOCITY",ANOTHER,12.3,5.4,8.1,10.7,641,432,136
5644,destination,ANOTHER,12.4,5.2,7.7,10.4,939,662,198
5653,"Drop Syndicate",ANOTHER,12.4,6.0,9.1,11.8,843,462,94
5662,"EX-MASSIVE FIGHTER",ANOTHER,12.3,6.0,7.5,10.4,727,567,181
5674,"Here We Go Now",ANOTHER,12.1,0.9,4.4,8.2,1264,1040,432
5680,Lightspeed,ANOTHER,12.4,6.7,8.9,11.2,597,394,112
5689,NOIXIA,ANOTHER,12.4,6.2,8.7,11.7,871,533,92
5707,"Satellite Burst",ANOTHER,12.2,3.7,7.3,10.2,1106,733,222
5716,"u gotta beat",ANOTHER,12.2,3.9,7.6,10.5,1053,681,190
5734,"スパークリング☆彡ハイパーチューン！！",ANOTHER,12.0,0.9,4.6,8.5,1316,1062,420
5752,"灼熱 Lost Summer Dayz",ANOTHER,11.8,1.0,4.5,9.6,1332,1032,256
5760,"Scripted Connection⇒ H mix",LEGGENDARIA,12.2,5.5,7.6,10.5,826,629,183
5762,"ALBA -黎明-",LEGGENDARIA,12.4,5.8,8.5,11.6,879,565,105
5763,"BITTER CHOCOLATE STRIKER",LEGGENDARIA,12.5,8.0,10.1,12.5,519,270,46
5764,"LIGHTNING STRIKES",LEGGENDARIA,12.0,8.8,10.6,12.7,423,216,43
100001,"Breakin' Rules",ANOTHER,12.0,1.1,0.0,0.0,0,0,0
