song_id,name,difficulty,unofficial_diff,ec_diff,hc_diff,exh_diff
210,"Colors (radio edit)",ANOTHER,11.8,0.9,5.8,10.2
224,G2,ANOTHER,12.3,5.2,7.8,12.0
230,NEMESIS,ANOTHER,12.7,10.4,13.3,14.0
235,"route 80s",ANOTHER,12.0,2.4,8.1,11.8
240,"Summer Vacation(CU mix)",HYPER,12.0,1.3,6.9,11.5
250,A,ANOTHER,12.4,6.5,8.9,11.7
261,"Cheer Train",ANOTHER,12.4,7.4,11.2,13.8
288,Spica,ANOTHER,11.8,1.2,7.2,11.4
291,stoic,ANOTHER,12.0,1.7,7.3,11.3
302,"革命",HYPER,12.1,2.8,6.6,10.2
303,"革命",ANOTHER,12.3,5.1,8.4,11.8
352,"murmur twins",ANOTHER,12.0,1.3,5.6,9.8
381,"桜",ANOTHER,12.1,3.2,7.9,12.2
418,Karma,ANOTHER,12.4,6.4,8.3,11.3
430,"lower world",ANOTHER,12.1,2.2,5.7,9.5
439,moon_child,ANOTHER,12.4,7.3,10.5,13.1
448,quasar,ANOTHER,12.6,10.0,11.8,13.7
456,"RISLIM -Remix-",ANOTHER,12.3,6.0,8.0,11.5
481,"1st Samurai",ANOTHER,12.1,3.1,7.6,11.0
524,"GHOST REVIVAL",ANOTHER,12.0,1.4,6.9,11.2
533,"Innocent Walls",ANOTHER,12.2,4.6,7.9,12.0
536,"Love Is Eternity",ANOTHER,12.2,4.5,5.8,9.2
547,No.13,ANOTHER,12.2,3.7,7.6,10.8
550,"One More Lovely",ANOTHER,12.4,7.3,9.6,12.6
573,"雪月花",ANOTHER,12.3,4.4,7.0,11.0
576,AA,ANOTHER,12.3,4.3,7.4,10.4
591,BLOCKS,ANOTHER,12.1,1.7,6.0,10.1
610,"FAKE TIME",HYPER,11.8,1.3,2.4,8.3
611,"FAKE TIME",ANOTHER,12.2,4.2,6.9,11.3
615,GENOCIDE,HYPER,12.3,5.3,9.5,12.5
616,GENOCIDE,ANOTHER,12.5,8.1,10.9,13.5
618,gigadelic,HYPER,12.1,2.3,6.0,10.3
619,gigadelic,ANOTHER,12.2,4.0,5.7,9.6
646,Sphere,ANOTHER,12.3,3.8,3.7,10.3
660,"ピアノ協奏曲第１番”蠍火”",ANOTHER,12.6,9.3,11.8,13.9
696,garden,ANOTHER,12.2,3.6,7.5,11.2
709,INAZUMA,ANOTHER,12.3,5.2,8.7,11.8
736,"SCREAM SQUAD",ANOTHER,12.0,1.4,6.8,11.5
785,"冥",ANOTHER,12.5,7.9,13.6,14.3
805,"Concertino in Blue",ANOTHER,12.0,1.4,6.9,11.0
808,CONTRACT,ANOTHER,12.2,4.2,7.5,10.7
823,Ganymede,ANOTHER,12.0,1.1,6.0,10.1
840,MINT,ANOTHER,11.8,1.1,5.1,8.6
861,"tripping contact(teranoid&MC Natsack Remix)",ANOTHER,12.2,3.8,7.9,11.2
881,"カゴノトリ～弐式～",ANOTHER,12.4,7.1,10.1,12.7
887,"華蝶風雪",ANOTHER,12.1,2.4,5.5,9.7
890,"嘆きの樹",ANOTHER,12.5,8.4,10.8,13.0
906,"Candy Galy",ANOTHER,11.8,1.2,3.8,8.4
921,"Fascination MAXX",ANOTHER,11.8,2.0,7.4,10.9
941,INORI,ANOTHER,12.1,2.8,7.2,10.7
944,KAMAITACHI,ANOTHER,12.1,1.6,6.4,10.4
945,KAMAITACHI,LEGGENDARIA,12.7,10.7,11.5,13.5
948,"LASER CRUSTER",ANOTHER,12.3,5.9,8.0,10.7
968,"Sense 2007",HYPER,12.1,1.3,4.2,9.4
969,"Sense 2007",ANOTHER,12.2,3.5,7.2,10.9
972,smile,ANOTHER,12.0,1.0,6.0,10.4
975,"snow storm",ANOTHER,12.0,1.1,6.2,9.9
984,TRANOID,ANOTHER,12.2,4.0,10.0,13.0
987,VANESSA,ANOTHER,12.4,6.9,10.0,12.8
988,VANESSA,LEGGENDARIA,12.6,9.6,11.3,13.2
1013,"電人、暁に斃れる。",ANOTHER,12.3,5.2,8.5,12.0
1022,"Anisakis -somatic mutation type""Forza""-",ANOTHER,12.0,1.0,5.5,9.6
1028,"Be OK",ANOTHER,12.1,1.4,6.1,9.8
1045,"Do it!! Do it!!",ANOTHER,12.1,3.4,7.6,11.0
1054,"four pieces of heaven",ANOTHER,12.4,6.3,9.6,12.3
1060,ICARUS,ANOTHER,12.3,4.1,8.5,11.7
1061,ICARUS,LEGGENDARIA,12.7,10.7,13.6,14.3
1076,MENDES,ANOTHER,12.6,9.7,11.5,13.6
1085,oratio,ANOTHER,11.8,1.0,5.5,10.4
1088,"PARANOiA ～HADES～",ANOTHER,12.6,9.9,12.0,13.7
1100,"satellite020712 from ""CODED ARMS""",ANOTHER,12.3,3.8,7.0,10.2
1127,TROOPERS,ANOTHER,12.0,1.5,5.5,9.3
1142,"ミラージュ・レジデンス",ANOTHER,12.1,2.2,6.2,9.6
1151,"少年A",ANOTHER,12.4,6.5,9.6,12.6
1156,3y3s,ANOTHER,12.0,1.0,6.4,9.8
1183,"Colorful Cookie",ANOTHER,12.2,2.7,6.0,9.3
1195,"Go Beyond!!",ANOTHER,11.8,1.1,11.4,13.5
1264,"ミッドナイト堕天使",ANOTHER,12.0,1.7,4.7,8.4
1276,"卑弥呼",ANOTHER,12.6,10.2,12.6,14.0
1291,Almagest,ANOTHER,12.7,10.8,13.3,14.1
1297,"Bad Maniacs",ANOTHER,12.6,9.3,11.2,13.2
1333,DOMINION,ANOTHER,12.1,2.7,7.0,10.6
1345,eRAseRmOToRpHAntOM,ANOTHER,12.2,5.4,8.3,11.8
1348,Evans,ANOTHER,12.0,1.5,5.3,8.8
1351,EXUSIA,ANOTHER,12.3,5.5,7.5,10.5
1354,G59,ANOTHER,12.3,5.8,9.0,12.0
1357,GALGALIM,ANOTHER,12.1,1.7,6.2,10.5
1360,"GOLDEN CROSS",ANOTHER,12.1,1.8,6.5,9.6
1393,"quell～the seventh slave～",ANOTHER,12.7,12.3,13.3,14.2
1396,"Raison d'etre～交差する宿命～",ANOTHER,12.4,5.9,8.5,11.4
1399,"Red. by Full Metal Jacket",ANOTHER,11.8,0.9,3.1,8.1
1411,"SOLID STATE SQUAD",ANOTHER,12.4,6.5,8.4,11.2
1412,"SOLID STATE SQUAD",LEGGENDARIA,12.6,9.5,10.9,13.0
1442,"ワルツ第17番 ト短調”大犬のワルツ”",ANOTHER,12.5,7.8,10.6,13.5
1475,Broken,ANOTHER,12.0,1.0,4.8,8.3
1481,"Dances with Snow Fairies",ANOTHER,12.3,4.9,8.1,11.3
1515,Kailua,ANOTHER,11.6,0.8,4.1,8.2
1536,"PARADISE LOST",ANOTHER,12.6,9.6,10.6,13.1
1542,"perditus†paradisus",ANOTHER,12.7,10.7,12.0,13.7
1551,reunion,ANOTHER,12.5,7.5,10.4,13.1
1557,"SABER WING",ANOTHER,12.1,3.4,7.3,10.9
1563,"sakura storm",ANOTHER,12.1,1.4,5.7,9.6
1566,"Session 9 -Chronicles-",ANOTHER,12.0,1.4,6.9,10.5
1572,"SPECIAL SUMMER CAMPAIGN!",ANOTHER,12.0,1.4,5.6,9.1
1584,"THE BLACK KNIGHT",ANOTHER,12.1,3.5,6.7,10.6
1614,"ZETA～素数の世界と超越者～",ANOTHER,12.3,6.0,8.8,11.6
1623,"黒髪乱れし修羅となりて",ANOTHER,12.1,1.6,6.7,10.2
1626,"灼熱Beach Side Bunny",ANOTHER,12.4,4.9,9.1,12.5
1635,"旅人リラン",ANOTHER,12.1,2.6,7.3,11.1
1653,"BLACK.by X-Cross Fade",ANOTHER,12.2,2.7,6.7,10.8
1665,DIAVOLO,ANOTHER,12.5,7.9,10.3,12.5
1674,F,ANOTHER,12.3,4.6,7.6,10.6
1680,fffff,ANOTHER,12.1,2.8,8.3,11.6
1689,HAERETICUS,ANOTHER,12.3,5.9,8.7,11.6
1698,"Infinite cave",ANOTHER,12.1,1.2,5.2,9.0
1722,NNRT,ANOTHER,12.2,3.4,7.2,10.6
1731,"QUANTUM TELEPORTATION",ANOTHER,12.7,10.7,12.0,13.6
1734,"quaver♪",ANOTHER,12.4,6.0,8.9,11.8
1761,"Snake Stick",ANOTHER,12.2,1.5,6.7,10.8
1770,"The Limbo",ANOTHER,12.5,7.6,9.5,11.8
1773,"The Sampling Paradise",ANOTHER,12.4,6.0,7.5,10.5
1782,Todestrieb,ANOTHER,12.4,7.1,9.3,11.8
1788,"WONDER WALKER",ANOTHER,12.2,4.0,7.0,10.0
1791,YAKSHA,ANOTHER,12.4,6.4,8.8,11.4
1794,"yellow head joe",ANOTHER,12.0,1.3,4.9,8.6
1806,"君のハートにロックオン",ANOTHER,12.5,8.2,10.5,12.9
1809,"子供の落書き帳",ANOTHER,12.0,1.1,6.0,9.7
1818,"聖人の塔",ANOTHER,12.4,7.7,10.0,12.3
1821,"天空の夜明け",ANOTHER,12.6,10.2,11.5,13.3
1830,"恋する☆宇宙戦争っ！！",ANOTHER,12.0,1.2,5.1,8.7
1833,"†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT)",ANOTHER,12.7,11.2,13.4,14.2
1857,Confiserie,ANOTHER,12.6,9.7,11.2,13.3
1866,"DAY DREAM",ANOTHER,12.2,5.4,9.4,12.3
1869,"Devilz Staircase",ANOTHER,12.3,4.4,8.1,11.7
1875,"Elemental Creation",ANOTHER,12.6,10.3,11.3,13.5
1881,FLOWER,ANOTHER,12.1,1.5,6.2,9.6
1887,GAIA,ANOTHER,12.3,5.6,8.9,11.7
1893,"Hollywood Galaxy",ANOTHER,12.2,3.0,7.7,10.9
1911,JOMANDA,ANOTHER,12.2,4.2,10.2,12.6
1914,Liberation,ANOTHER,11.8,0.9,3.1,7.5
1920,"Little Star",ANOTHER,12.0,1.0,5.2,9.6
1932,neu,ANOTHER,12.4,7.5,9.9,12.5
1941,"Plan 8",ANOTHER,12.3,4.5,8.9,12.1
1953,"Proof of the existence",ANOTHER,12.4,5.5,7.9,10.8
1962,"rumrum triplets",ANOTHER,11.8,1.0,5.6,9.4
1977,"Sol Cosine Job 2",ANOTHER,12.3,5.4,8.3,11.1
1983,STULTI,ANOTHER,12.5,8.4,10.6,13.3
1986,SYNC-ANTHEM,ANOTHER,12.2,4.5,7.2,10.0
1995,"Thor's Hammer",ANOTHER,12.5,7.9,10.9,13.2
2001,"Timepiece phase II",ANOTHER,12.4,7.8,10.2,12.6
2004,"Timepiece phase II (CN Ver.)",ANOTHER,12.4,6.6,8.9,11.6
2010,"True Blue",ANOTHER,12.1,1.5,5.9,9.0
2013,Valanga,ANOTHER,12.4,6.9,9.3,12.0
2028,Zirkfied,ANOTHER,12.4,6.9,9.6,12.2
2031,"ΕΛΠΙΣ",ANOTHER,12.1,1.5,6.3,9.7
2034,"アストライアの双皿",ANOTHER,12.3,5.0,8.5,12.1
2040,"カジノファイヤーことみちゃん",ANOTHER,12.1,2.3,10.7,13.5
2043,"キャトられ恋はモ～モク",ANOTHER,12.4,7.3,10.7,13.2
2046,"シュレーディンガーの猫",ANOTHER,12.3,5.8,10.0,12.5
2049,"たまゆら",ANOTHER,12.3,5.0,7.3,10.2
2052,"トリカゴノ鳳凰",ANOTHER,12.0,1.0,4.5,8.5
2061,"音楽",ANOTHER,12.2,4.1,8.8,12.2
2068,"仮想空間の旅人たち",LEGGENDARIA,12.3,5.5,7.7,10.3
2071,"狂イ咲ケ焔ノ華",ANOTHER,12.1,2.2,7.6,11.1
2077,"即席！脳直★ミュージックシステム",ANOTHER,12.0,1.4,5.7,9.4
2090,Adularia,ANOTHER,12.2,3.6,7.6,10.9
2096,"Ancient Scapes",ANOTHER,12.3,4.8,8.2,11.2
2097,"Ancient Scapes",LEGGENDARIA,12.5,8.5,10.8,13.0
2109,BRAINSTORM,ANOTHER,11.8,1.0,5.6,10.2
2121,"Close the World feat.a☆ru",ANOTHER,12.1,1.2,6.3,10.0
2122,"Close the World feat.a☆ru",LEGGENDARIA,12.4,6.1,9.3,12.0
2131,"DARK LEGACY",ANOTHER,12.3,5.3,8.8,11.6
2140,"Elektrick U-Phoria",ANOTHER,12.0,1.5,6.5,10.0
2156,"Feel The Beat",LEGGENDARIA,12.2,3.2,7.5,10.6
2168,"I will be back -オレは帰ってきた-",ANOTHER,12.2,3.7,7.4,10.5
2171,Idola,ANOTHER,12.4,6.3,9.0,11.6
2180,INSOMNIA,ANOTHER,12.2,3.0,10.3,12.6
2186,invoker,ANOTHER,12.3,5.1,7.5,10.9
2187,invoker,LEGGENDARIA,12.4,6.9,9.4,12.3
2190,IX,ANOTHER,12.6,9.9,11.4,13.4
2202,"Last Dance",ANOTHER,12.3,5.0,7.9,10.6
2235,PUNISHER,ANOTHER,12.2,3.4,7.1,10.3
2238,"ra'am",ANOTHER,12.5,8.1,10.4,13.1
2241,"rainbow guitar weeps",ANOTHER,12.1,2.1,7.0,10.2
2253,"RIZING YOU UP",ANOTHER,12.2,3.9,8.3,11.6
2259,Sigmund,ANOTHER,12.6,9.7,11.8,13.8
2260,Sigmund,LEGGENDARIA,12.7,11.4,12.7,14.1
2272,"Unicorn tail",ANOTHER,12.1,1.8,6.4,9.7
2278,Verflucht,ANOTHER,12.4,7.4,10.4,12.7
2279,Verflucht,LEGGENDARIA,12.6,9.3,11.2,13.3
2282,"VOX UP",ANOTHER,12.5,6.9,10.5,13.6
2297,"バンブーソード・ガール",ANOTHER,12.3,3.9,7.8,11.1
2300,"海神",ANOTHER,12.3,4.6,7.3,10.3
2309,"轟け！恋のビーンボール！！",ANOTHER,12.2,3.3,8.2,11.4
2315,"疾風迅雷",ANOTHER,12.4,6.3,9.0,12.3
2316,"疾風迅雷",LEGGENDARIA,12.6,9.8,11.7,13.7
2319,"旋律のドグマ～Miserables～",ANOTHER,12.4,6.4,9.2,11.7
2331,"煉獄のエルフェリア",ANOTHER,12.5,8.2,11.0,13.2
2344,"Beat Radiance",LEGGENDARIA,12.3,5.3,8.0,10.7
2356,"Broken Sword",ANOTHER,12.3,4.7,7.3,10.0
2367,"CHRONO DIVER -NORNIR-",LEGGENDARIA,12.7,10.8,12.1,13.9
2370,"Chrono Diver -PENDULUMs-",ANOTHER,12.7,10.6,12.5,14.0
2376,cinder,ANOTHER,12.2,3.5,7.4,10.5
2383,"Cosmic Cat",LEGGENDARIA,12.4,7.5,9.7,12.3
2386,"Despair of ELFERIA",ANOTHER,12.3,5.1,8.2,11.3
2389,"EBONY & IVORY",ANOTHER,12.4,7.2,9.9,12.0
2390,"EBONY & IVORY",LEGGENDARIA,12.6,9.4,11.5,13.6
2393,entelecheia,ANOTHER,12.4,6.9,9.0,11.4
2399,"fallen leaves -IIDX edition-",ANOTHER,12.4,7.3,9.4,11.9
2402,"FANTASTIC THREE",ANOTHER,12.4,6.9,9.6,12.5
2405,Flashes,ANOTHER,12.5,8.1,10.0,11.9
2408,Gravigazer,ANOTHER,12.1,1.5,5.9,9.0
2453,"Night sky",ANOTHER,12.3,6.1,8.3,11.1
2468,"Rave*it!! Rave*it!!",ANOTHER,12.1,2.0,5.8,9.2
2474,Reflux,ANOTHER,12.5,7.2,10.2,13.3
2483,"Say YEEEAHH",ANOTHER,12.4,7.4,9.9,12.4
2492,"Shooting Fireball",ANOTHER,12.2,3.3,6.7,10.0
2498,"Sounds Of Summer",ANOTHER,12.2,4.9,6.8,10.1
2501,"SpaceLand☆TOYBOX",ANOTHER,12.2,3.9,7.1,10.1
2516,"The Least 100sec",ANOTHER,12.0,1.0,5.4,9.4
2519,TIEFSEE,ANOTHER,12.3,4.4,7.4,10.2
2522,"TOXIC VIBRATION",ANOTHER,12.4,5.9,9.1,11.9
2528,"We're so Happy (P*Light Remix) IIDX ver.",ANOTHER,12.0,1.1,5.5,9.5
2531,"Ｘ↑Ｘ↓",ANOTHER,12.1,1.5,6.5,10.3
2534,ZZ,ANOTHER,12.0,1.2,5.7,8.8
2537,"それは花火のような恋",ANOTHER,12.3,4.1,7.3,10.4
2564,"リリーゼと炎龍レーヴァテイン",ANOTHER,12.3,4.2,7.7,10.8
2567,"夏色DIARY - L.E.D.-G STYLE MIX -",ANOTHER,11.8,0.9,4.4,8.9
2570,"鬼天",ANOTHER,12.2,3.7,7.8,10.7
2573,"共鳴遊戯の華",ANOTHER,12.6,10.1,11.8,13.6
2588,"少年は空を辿る",ANOTHER,12.5,7.5,10.2,13.0
2591,"千年ノ理",ANOTHER,12.3,4.8,7.9,10.8
2600,"超青少年ノ為ノ超多幸ナ超古典的超舞曲",ANOTHER,12.3,4.2,6.6,9.5
2601,"超青少年ノ為ノ超多幸ナ超古典的超舞曲",LEGGENDARIA,12.7,10.6,12.3,13.8
2607,"表裏一体！？怪盗いいんちょの悩み",ANOTHER,12.4,6.8,9.8,12.5
2617,"199024club -Re:BounceKiller-",ANOTHER,12.0,1.0,3.9,9.2
2626,AO-1,ANOTHER,12.3,4.5,7.1,10.0
2635,"Battle Train -IIDX Edition-",ANOTHER,12.0,1.3,5.9,10.1
2638,"Blue Spring Express",ANOTHER,12.3,3.9,7.5,10.9
2644,"chaos eater -IIDX edition-",ANOTHER,12.1,1.9,6.7,10.0
2647,"CODE:1 [revision1.0.1]",ANOTHER,12.6,9.9,11.5,13.2
2660,"Devil's Gear",ANOTHER,12.2,3.8,7.3,10.4
2663,"DIAMOND CROSSING",ANOTHER,12.5,7.4,10.6,12.9
2675,Dynamite,ANOTHER,12.4,6.9,9.5,12.1
2695,GOBBLE,HYPER,12.6,8.5,11.6,14.0
2699,Godspeed,ANOTHER,12.3,5.7,9.0,11.7
2702,"Grand Chariot",ANOTHER,12.5,7.5,10.3,12.9
2705,"Highcharge Divolt",ANOTHER,12.0,1.2,5.6,9.4
2723,"M4K3 1T B0UNC3",ANOTHER,12.4,6.2,8.3,11.4
2732,"Nightmare before oversleep",ANOTHER,12.2,4.5,7.0,10.0
2735,"NINJA IS DEAD IIDX ver.",ANOTHER,11.8,1.2,4.8,9.0
2744,NZM,ANOTHER,12.5,7.5,9.8,12.3
2756,POSSESSION,ANOTHER,12.4,7.6,9.8,11.9
2762,refrain,ANOTHER,12.4,6.4,8.4,11.2
2792,StrayedCatz,ANOTHER,12.3,4.3,8.4,11.9
2810,"Triple Counter",ANOTHER,12.4,7.0,9.7,12.4
2828,X,ANOTHER,12.5,8.3,10.7,12.8
2849,"めいさいアイドル☆あいむちゃん♪",ANOTHER,12.4,7.0,8.9,11.4
2852,"駅猫のワルツ",ANOTHER,12.5,8.4,10.5,13.5
2855,"紫陽花 -AZISAI-",ANOTHER,11.8,0.8,4.1,8.6
2858,"灼熱 Pt.2 Long Train Running",ANOTHER,12.5,7.2,10.2,12.9
2864,"真 地獄超特急 -HELL or HELL-",ANOTHER,12.4,4.9,8.0,11.5
2900,"〆",ANOTHER,12.2,3.1,7.0,10.3
2918,"BabeL ～Grand Story～",ANOTHER,12.1,1.4,6.4,9.8
2942,Caterpillar,ANOTHER,12.3,5.1,7.9,11.3
2951,"DORNWALD ～Junge～",ANOTHER,12.3,5.7,8.5,11.5
2954,ECHIDNA,ANOTHER,12.5,8.4,10.4,12.5
2963,"FUZIN RIZIN",ANOTHER,12.1,1.4,6.1,10.1
2966,"Go Ahead!!",ANOTHER,12.4,7.0,11.9,13.7
2969,GuNGNiR,ANOTHER,12.5,7.9,10.6,13.0
2972,HADES,ANOTHER,12.0,0.9,4.2,9.1
2990,"Mare Nectaris",ANOTHER,12.7,10.6,13.0,14.1
3005,"OTENAMI Hurricane",ANOTHER,12.4,6.7,9.7,12.5
3014,Quakes,ANOTHER,12.3,5.7,8.9,12.0
3017,RAIN,ANOTHER,12.3,4.8,7.7,11.0
3020,"Rave Cannon",ANOTHER,12.0,1.2,4.8,9.0
3053,"SEQUENCE CAT",ANOTHER,12.6,9.6,11.2,13.0
3065,"Sky High",ANOTHER,12.4,7.2,9.3,11.6
3068,"Snakey Kung-fu",ANOTHER,12.3,5.3,7.9,10.8
3077,"Summerlights(IIDX Edition)",ANOTHER,12.1,3.4,8.0,11.3
3080,"Super Rush",ANOTHER,12.2,2.8,6.1,9.6
3092,TOGAKUSHI,ANOTHER,12.0,1.2,5.4,9.6
3110,"イザナミノナゲキ",ANOTHER,12.4,7.6,10.2,12.7
3122,"焔極OVERKILL",ANOTHER,12.5,7.7,9.7,12.7
3125,"火影",ANOTHER,12.0,1.1,5.3,10.5
3131,"九尾狐夜行",ANOTHER,11.8,1.0,3.5,7.9
3143,"刃図羅",ANOTHER,12.2,3.8,6.4,9.6
3146,"津軽雪",ANOTHER,12.4,7.5,9.7,12.0
3157,"廿",LEGGENDARIA,12.4,6.3,8.1,11.1
3158,"凛として咲く花の如く",LEGGENDARIA,12.0,1.5,6.1,9.3
3159,"STARLIGHT DANCEHALL",LEGGENDARIA,12.4,7.5,9.3,11.6
3162,"THE DEEP STRIKER",LEGGENDARIA,12.4,7.5,10.3,12.5
3165,Apocalypse,ANOTHER,12.4,6.0,8.4,11.4
3174,"童話回廊",ANOTHER,12.0,1.2,5.2,8.4
3180,"State Of The Art",ANOTHER,12.3,4.9,7.4,10.2
3195,"AA -rebuild-",ANOTHER,12.3,5.8,8.2,11.0
3213,Arca,ANOTHER,12.1,3.5,6.3,9.8
3240,DEADHEAT,ANOTHER,12.3,4.6,8.3,11.7
3303,"The Chase",ANOTHER,12.2,2.1,5.9,11.0
3312,Xperanza,ANOTHER,12.2,3.8,7.3,11.0
3333,"神謳 -RESONANCE-",ANOTHER,12.3,4.7,8.1,11.2
3342,"Amazing Mirage",LEGGENDARIA,12.3,5.1,7.5,10.3
