song_id,name,difficulty,level,unofficial_diff
10053-7-0,"一途な恋 (HYPER J-EURO MIX)",ANOTHER,10,10.2
10054-5-0,"雪月花",HYPER,10,10.5
10054-7-0,"雪月花",ANOTHER,12,12.3
11001-5-0,AA,HYPER,9,8.5
11001-7-0,AA,ANOTHER,12,12.3
11002-5-0,AGEHA,HYPER,7,8.0
11002-7-0,AGEHA,ANOTHER,8,8.5
11002-9-0,AGEHA,LEGGENDARIA,11,12.1
11003-5-0,ANDROMEDA,HYPER,9,8.5
11003-7-0,ANDROMEDA,ANOTHER,11,11.2
11004-5-0,awakening,HYPER,7,7.5
11004-7-0,awakening,ANOTHER,9,9.3
11006-5-0,"Be quiet",HYPER,8,9.0
11006-7-0,"Be quiet",ANOTHER,11,11.6
11006-9-0,"Be quiet",LEGGENDARIA,12,12.5
11008-5-0,BLOCKS,HYPER,7,8.5
11008-7-0,BLOCKS,ANOTHER,12,12.1
11009-5-0,BREATH,HYPER,8,7.5
11009-7-0,BREATH,ANOTHER,10,10.7
11011-7-0,"Click Again",ANOTHER,10,10.2
11012-5-0,"Close my Eyes for Me",HYPER,8,8.5
11012-7-0,"Close my Eyes for Me",ANOTHER,11,11.4
11013-7-0,D.A.N.C.E.!,ANOTHER,8,8.5
11014-5-0,"Don't be afraid myself",HYPER,9,8.5
11014-7-0,"Don't be afraid myself",ANOTHER,10,9.3
11016-5-0,EVO66,HYPER,7,8.5
11016-7-0,EVO66,ANOTHER,11,11.0
11017-5-0,"FAKE TIME",HYPER,12,11.8
11017-7-0,"FAKE TIME",ANOTHER,12,12.2
11019-5-0,GENOCIDE,HYPER,12,12.3
11019-7-0,GENOCIDE,ANOTHER,12,12.5
11020-5-0,gigadelic,HYPER,12,12.1
11020-7-0,gigadelic,ANOTHER,12,12.2
11021-7-0,HARMONY,ANOTHER,8,9.6
11022-5-0,HORIZON,HYPER,7,7.5
11022-7-0,HORIZON,ANOTHER,9,9.0
11023-5-0,"INJECTION OF LOVE",HYPER,7,8.0
11024-5-0,Kecak,HYPER,7,8.0
11024-7-0,Kecak,ANOTHER,10,10.7
11025-5-0,KEY,HYPER,8,8.5
11025-7-0,KEY,ANOTHER,11,11.2
11026-5-0,"KI・SE・KI (IIDX RED EDIT)",HYPER,7,7.5
11026-7-0,"KI・SE・KI (IIDX RED EDIT)",ANOTHER,9,9.0
11027-5-0,"KING OF GROOVE",HYPER,7,8.5
11027-7-0,"KING OF GROOVE",ANOTHER,11,11.2
11028-5-0,"Les filles balancent",HYPER,7,7.5
11028-7-0,"Les filles balancent",ANOTHER,8,9.0
11029-5-0,"listen to yourself",HYPER,9,8.5
11031-5-0,"NIGHT FLIGHT TO TOKYO",HYPER,9,9.3
11032-5-0,"ON THE TUBE",HYPER,9,8.5
11032-7-0,"ON THE TUBE",ANOTHER,11,10.7
11034-5-0,"Raspberry Heart (English version)",HYPER,8,8.5
11034-7-0,"Raspberry Heart (English version)",ANOTHER,10,10.5
11035-5-0,"RED ZONE",HYPER,9,9.0
11035-7-0,"RED ZONE",ANOTHER,11,11.6
11035-9-0,"RED ZONE",LEGGENDARIA,12,11.8
11036-5-0,"RESONATE 1794",HYPER,11,11.6
11038-5-0,"Secret of Love",HYPER,9,8.5
11039-5-0,"SPEEDY CAT",HYPER,9,9.6
11039-7-0,"SPEEDY CAT",ANOTHER,10,11.0
11040-5-0,Sphere,HYPER,8,8.5
11040-7-0,Sphere,ANOTHER,12,12.3
11041-5-0,"spiral galaxy",HYPER,9,8.5
11041-7-0,"spiral galaxy",ANOTHER,10,10.5
11041-9-0,"spiral galaxy",LEGGENDARIA,12,12.5
11042-7-0,TEXTURE,ANOTHER,7,7.5
11043-5-0,"The Hope of Tomorrow",HYPER,9,8.5
11043-7-0,"The Hope of Tomorrow",ANOTHER,10,10.5
11044-5-0,"ULTiM∧TE",HYPER,7,7.5
11045-5-0,"Wonder Bullfighter",HYPER,8,8.5
11045-7-0,"Wonder Bullfighter",ANOTHER,10,10.5
11046-5-0,"ピアノ協奏曲第1番""蠍火""",HYPER,10,10.7
11046-7-0,"ピアノ協奏曲第1番""蠍火""",ANOTHER,12,12.6
11047-5-0,"太陽 ～T・A・I・Y・O～",HYPER,8,9.0
11049-7-0,"惑 -perplexity-",ANOTHER,8,9.0
12001-5-0,"100% minimoo-G",HYPER,10,10.5
12001-7-0,"100% minimoo-G",ANOTHER,11,11.8
12002-5-0,"Agnus Dei",HYPER,8,8.5
12002-7-0,"Agnus Dei",ANOTHER,11,11.4
12003-5-0,"alla turca con passione",HYPER,8,9.0
12003-7-0,"alla turca con passione",ANOTHER,10,10.5
12004-5-0,"CaptivAte ～浄化～",HYPER,9,9.3
12004-7-0,"CaptivAte ～浄化～",ANOTHER,11,11.4
12005-5-0,"Catch Me",HYPER,9,9.6
12005-7-0,"Catch Me",ANOTHER,10,10.2
12006-5-1,"Don't let it go (BIS)",HYPER,7,7.5
12006-7-0,"Don't let it go (HSKY)",ANOTHER,10,10.7
12006-7-1,"Don't let it go (BIS)",ANOTHER,10,10.5
12007-5-0,"double thrash",HYPER,10,10.0
12008-5-0,EDEN,HYPER,8,7.5
12008-7-0,EDEN,ANOTHER,10,10.7
12008-9-0,EDEN,LEGGENDARIA,11,11.4
12009-7-0,"EMPTY OF THE SKY",ANOTHER,8,7.5
12010-5-0,"First Resolution",HYPER,8,8.5
12010-7-0,"First Resolution",ANOTHER,10,10.5
12011-5-0,FUNKTION,HYPER,7,8.5
12011-7-0,FUNKTION,ANOTHER,9,9.3
12012-5-0,garden,HYPER,7,7.5
12012-7-0,garden,ANOTHER,12,12.2
12013-5-0,"Get'em up to R.A.V.E",HYPER,8,8.5
12014-5-0,"GREEN EYES",HYPER,9,9.6
12014-7-0,"GREEN EYES",ANOTHER,11,11.2
12015-5-0,"HAPPY☆ANGEL",HYPER,7,8.0
12015-7-0,"HAPPY☆ANGEL",ANOTHER,10,10.5
12016-5-0,"I am",HYPER,8,8.0
12017-7-0,"in motion",ANOTHER,8,9.0
12018-5-0,INAZUMA,HYPER,9,8.5
12018-7-0,INAZUMA,ANOTHER,12,12.3
12019-5-0,"LESSON 5",HYPER,7,7.5
12019-7-0,"LESSON 5",ANOTHER,11,11.2
12020-5-0,"Listen Up",HYPER,8,8.5
12020-7-0,"Listen Up",ANOTHER,10,9.6
12021-5-0,"Little Little Princess",HYPER,10,9.6
12021-7-0,"Little Little Princess",ANOTHER,11,11.4
12021-9-0,"Little Little Princess",LEGGENDARIA,12,12.5
12022-5-0,"Love Magic",HYPER,8,8.5
12023-5-0,"mind the gap (HSKY)",HYPER,8,8.5
12023-5-1,"mind the gap (CH)",HYPER,8,8.0
12023-7-0,"mind the gap",ANOTHER,9,10.2
12024-5-0,"MOON RACE",HYPER,10,10.7
12025-5-0,PATRIOTISM,HYPER,7,7.5
12026-7-0,"Pink Rose",ANOTHER,8,8.0
12026-9-0,"Pink Rose",LEGGENDARIA,10,10.0
12027-5-0,Pollinosis,HYPER,8,8.5
12027-7-0,Pollinosis,ANOTHER,9,9.6
12028-5-0,POODLE,HYPER,8,8.0
12028-7-0,POODLE,ANOTHER,11,11.2
12028-9-0,POODLE,LEGGENDARIA,12,12.1
12029-5-0,"rage against usual",HYPER,10,10.2
12029-7-0,"rage against usual",ANOTHER,11,11.4
12029-9-0,"rage against usual",LEGGENDARIA,12,12.4
12030-5-0,"SCREAM SQUAD",HYPER,10,10.7
12030-7-0,"SCREAM SQUAD",ANOTHER,12,12.0
12032-5-0,SEXYSEXYCHEVY,HYPER,7,8.5
12032-7-0,SEXYSEXYCHEVY,ANOTHER,9,9.6
12033-5-0,SigSig,HYPER,7,7.5
12033-7-0,SigSig,ANOTHER,11,10.7
12034-7-0,"SPARK !",ANOTHER,8,9.0
12035-5-0,"tant pis pour toi",HYPER,9,8.5
12036-5-0,"Tizona d'El Cid",HYPER,10,10.5
12037-5-0,"TOE JAM",HYPER,8,8.5
12038-5-0,"Twelfth Style",HYPER,9,8.5
12038-7-0,"Twelfth Style",ANOTHER,9,9.6
12038-9-0,"Twelfth Style",LEGGENDARIA,12,12.4
12039-5-0,"Under the sky",HYPER,7,7.0
12039-7-0,"Under the sky",ANOTHER,9,8.5
12040-5-0,"vault of heaven",HYPER,7,7.5
12040-7-0,"vault of heaven",ANOTHER,9,10.2
12041-5-0,"Votum stellarum",HYPER,11,11.2
12042-7-0,"We are Disっ娘よっつ打ち命",ANOTHER,9,8.5
12043-5-0,Xepher,HYPER,10,9.6
12043-7-0,Xepher,ANOTHER,11,11.6
12044-5-0,"オレはビートマニア！お前は何マニア？",HYPER,7,6.5
12044-7-0,"オレはビートマニア！お前は何マニア？",ANOTHER,9,9.6
12045-5-0,"合体せよ！ストロングイェーガー！！ (RYU☆Remix)",HYPER,9,8.5
12045-7-0,"合体せよ！ストロングイェーガー！！ (RYU☆Remix)",ANOTHER,11,11.4
12046-5-0,"キャッシュレスは愛情消すティッシュ",HYPER,8,8.5
12046-7-0,"キャッシュレスは愛情消すティッシュ",ANOTHER,10,10.7
12047-5-0,"月光",HYPER,9,9.0
12047-7-0,"月光",ANOTHER,10,10.7
12048-5-0,"ヒマワリ",HYPER,8,8.5
12048-7-0,"ヒマワリ",ANOTHER,9,9.0
12049-5-0,"冥",HYPER,11,10.7
12049-7-0,"冥",ANOTHER,12,12.5
12050-5-0,"ラクエン",HYPER,9,10.0
12050-7-0,"ラクエン",ANOTHER,11,10.7
12051-5-0,Aurora,HYPER,10,10.5
12051-7-0,Aurora,ANOTHER,11,11.4
12052-5-0,PLASMA,HYPER,8,8.5
12053-5-0,"Scripted Connection⇒ N mix",HYPER,9,9.3
12053-7-0,"Scripted Connection⇒ N mix",ANOTHER,10,10.7
12054-5-0,"Scripted Connection⇒ H mix",HYPER,10,10.0
12054-7-0,"Scripted Connection⇒ H mix",ANOTHER,11,11.6
12055-5-0,"Scripted Connection⇒ A mix",HYPER,10,10.5
12055-7-0,"Scripted Connection⇒ A mix",ANOTHER,11,11.2
12055-9-0,"Scripted Connection⇒ A mix",LEGGENDARIA,12,12.4
13001-5-0,"ALFARSHEAR ～双神威に廻る夢～",HYPER,9,8.5
13001-7-0,"ALFARSHEAR ～双神威に廻る夢～",ANOTHER,10,10.7
13002-5-0,"Apocalypse ～dirge of swans～",HYPER,8,8.5
13002-7-0,"Apocalypse ～dirge of swans～",ANOTHER,11,11.4
13003-5-0,"ay carumba!!!!",HYPER,9,9.0
13004-5-0,"BALLAD THE FEATHERS",HYPER,8,8.0
13005-5-0,"Bloody Tears (IIDX EDITION)",HYPER,10,10.2
13005-7-0,"Bloody Tears (IIDX EDITION)",ANOTHER,11,11.2
13006-5-0,bluemoon,HYPER,10,9.6
13006-7-0,bluemoon,ANOTHER,11,11.0
13007-5-0,"BOOM BOOM DISCO NIGHT",HYPER,9,9.0
13007-7-0,"BOOM BOOM DISCO NIGHT",ANOTHER,10,10.5
13008-5-0,"BREAK OUT",HYPER,7,7.0
13009-5-0,Broadbanded,HYPER,10,9.3
13009-7-0,Broadbanded,ANOTHER,11,10.2
13010-5-0,"Concertino in Blue",HYPER,10,10.2
13010-7-0,"Concertino in Blue",ANOTHER,12,12.0
13011-5-0,CONTRACT,HYPER,10,10.2
13011-7-0,CONTRACT,ANOTHER,12,12.2
13011-9-0,CONTRACT,LEGGENDARIA,12,12.6
13012-5-0,"Crazy K.I.N.O.",HYPER,8,8.0
13012-7-0,"Crazy K.I.N.O.",ANOTHER,11,11.2
13013-5-0,D.C.Fish,HYPER,8,8.5
13013-7-0,D.C.Fish,ANOTHER,11,11.6
13014-5-0,"DEEP ROAR (DD)",HYPER,7,6.5
13014-5-1,"DEEP ROAR (RDT)",HYPER,7,6.5
13014-7-0,"DEEP ROAR (DD)",ANOTHER,9,9.3
13014-7-1,"DEEP ROAR (RDT)",ANOTHER,11,11.2
13015-5-0,"DUE TOMORROW",HYPER,10,9.0
13015-7-0,"DUE TOMORROW",ANOTHER,12,12.5
13016-5-0,"Double Loving Heart",HYPER,7,7.5
13016-7-0,"Double Loving Heart",ANOTHER,10,9.6
13018-5-0,EURO-ROMANCE,HYPER,8,8.5
13018-7-0,EURO-ROMANCE,ANOTHER,11,11.2
13019-5-0,Ganymede,HYPER,11,11.0
13019-7-0,Ganymede,ANOTHER,12,12.0
13019-9-0,Ganymede,LEGGENDARIA,12,12.2
13020-5-0,"Harmony and Lovely",HYPER,9,8.5
13020-7-0,"Harmony and Lovely",ANOTHER,11,11.0
13021-5-0,"Heavenly Sun (IIDX VERSION)",HYPER,8,8.5
13021-7-0,"Heavenly Sun (IIDX VERSION)",ANOTHER,10,10.5
13023-5-0,INFERNO,HYPER,7,7.5
13023-7-0,INFERNO,ANOTHER,10,10.5
13024-5-0,Leaving...,HYPER,7,7.5
13024-7-0,Leaving...,ANOTHER,10,10.5
13025-5-0,"Look To The Sky (cyber True Color)",HYPER,9,9.3
13027-5-0,MINT,HYPER,10,10.2
13027-7-0,MINT,ANOTHER,12,11.8
13028-5-0,MOON,HYPER,10,10.2
13029-5-0,"Parasite World",HYPER,10,10.2
13029-7-0,"Parasite World",ANOTHER,11,10.7
13030-5-0,"Power of Love",HYPER,8,8.5
13030-7-0,"Power of Love",ANOTHER,10,10.2
13031-5-0,"Pretty Punisher",HYPER,7,7.5
13032-5-0,"SAMBA DE JANEIRO",HYPER,9,9.0
13033-5-0,"So Fabulous !!",HYPER,9,9.3
13033-7-0,"So Fabulous !!",ANOTHER,11,11.2
13034-5-0,"SPRING RAIN (LLUVIA DE PRIMAVERA)",HYPER,7,6.5
13034-7-0,"SPRING RAIN (LLUVIA DE PRIMAVERA)",ANOTHER,9,8.5
13035-5-0,"Sun Field",HYPER,9,9.6
13035-7-0,"Sun Field",ANOTHER,11,11.4
13036-5-0,"The Dirty of Loudness",HYPER,10,10.0
13036-7-0,"The Dirty of Loudness",ANOTHER,10,10.0
13037-5-0,"This is love",HYPER,8,8.5
13038-5-0,"tiger yamato",HYPER,8,8.5
13038-7-0,"tiger yamato",ANOTHER,10,10.5
13039-5-0,Tonight?,HYPER,7,6.5
13040-5-0,"tripping contact",HYPER,10,10.2
13041-5-0,"tripping contact (teranoid&MC Natsack Remix)",HYPER,10,9.6
13041-7-0,"tripping contact (teranoid&MC Natsack Remix)",ANOTHER,12,12.2
13042-5-0,"TYPE MARS (G-Style Mix)",HYPER,10,10.5
13043-5-0,"Ubiquitous Fantastic Ride",HYPER,8,8.5
13043-7-0,"Ubiquitous Fantastic Ride",ANOTHER,9,9.0
13044-5-0,"waxing and wanding",HYPER,10,9.6
13044-7-0,"waxing and wanding",ANOTHER,11,11.4
13044-9-0,"waxing and wanding",LEGGENDARIA,12,12.5
13045-5-0,"Why did you go away",HYPER,9,8.5
13045-7-0,"Why did you go away",ANOTHER,11,10.5
13046-5-0,"Winning Eleven9 Theme (IIDX EDITION)",HYPER,7,7.5
13047-7-0,wish,ANOTHER,8,8.5
13048-5-0,"WISH (EUROBEAT MIX)",HYPER,8,8.0
13048-7-0,"WISH (EUROBEAT MIX)",ANOTHER,9,9.6
13049-5-0,"with you...",HYPER,7,7.5
13049-7-0,"with you...",ANOTHER,11,11.0
13050-5-0,"Zenius -I- vanisher",HYPER,8,7.5
13050-7-0,"Zenius -I- vanisher",ANOTHER,11,11.2
13051-5-0,"カゴノトリ ～弐式～",HYPER,9,9.3
13051-7-0,"カゴノトリ ～弐式～",ANOTHER,12,12.4
13052-5-0,"タシカナモノ",HYPER,7,7.5
13052-7-0,"タシカナモノ",ANOTHER,10,10.5
13053-5-0,"華蝶風雪",HYPER,10,9.6
13053-7-0,"華蝶風雪",ANOTHER,12,12.1
13053-9-0,"華蝶風雪",LEGGENDARIA,12,12.3
13054-5-0,"虹色",HYPER,7,7.5
13054-7-0,"虹色",ANOTHER,8,8.0
13055-5-0,"罠",HYPER,7,8.0
13056-5-0,"嘆きの樹",HYPER,11,11.6
13056-7-0,"嘆きの樹",ANOTHER,12,12.5
14001-5-0,2hot2eat,HYPER,9,9.6
14001-7-0,2hot2eat,ANOTHER,10,11.4
14002-5-0,"Air Bell",HYPER,7,6.5
14002-7-0,"Air Bell",ANOTHER,8,8.0
14003-5-0,"ANDROMEDA II",HYPER,10,10.2
14004-5-0,"Blind Justice ～Torn souls, Hurt Faiths～",HYPER,8,8.5
14004-7-0,"Blind Justice ～Torn souls, Hurt Faiths～",ANOTHER,10,10.7
14005-5-0,"Candy Galy",HYPER,8,9.0
14005-7-0,"Candy Galy",ANOTHER,12,11.8
14005-9-0,"Candy Galy",LEGGENDARIA,12,12.4
14006-5-0,"CaptivAte ～裁き～",HYPER,9,9.3
14006-7-0,"CaptivAte ～裁き～",ANOTHER,11,10.7
14007-5-0,"CaptivAte ～誓い～",HYPER,9,10.0
14007-7-0,"CaptivAte ～誓い～",ANOTHER,11,10.5
14008-7-0,"Come On",ANOTHER,7,7.5
14009-5-0,CROSSROAD,HYPER,8,8.0
14009-7-0,CROSSROAD,ANOTHER,10,10.0
14010-5-0,"Cyber Force",HYPER,8,9.0
14010-7-0,"Cyber Force",ANOTHER,8,9.3
14011-5-0,"Dreaming Sweetness",HYPER,8,8.0
14011-7-0,"Dreaming Sweetness",ANOTHER,10,10.5
14012-7-0,"earth-like planet",ANOTHER,9,10.0
14013-5-0,"Fascination MAXX",HYPER,10,9.6
14013-7-0,"Fascination MAXX",ANOTHER,12,11.8
14014-5-0,"FIRE FIRE",HYPER,9,9.3
14014-7-0,"FIRE FIRE",ANOTHER,11,11.2
14015-5-0,four-leaf,HYPER,8,8.0
14016-5-0,GHOSTBUSTERS,HYPER,8,8.5
14017-5-0,"GOLD RUSH",HYPER,8,8.0
14017-7-0,"GOLD RUSH",ANOTHER,10,10.5
14018-5-0,"GRID KNIGHT",HYPER,8,9.0
14018-7-0,"GRID KNIGHT",ANOTHER,10,10.5
14018-9-0,"GRID KNIGHT",LEGGENDARIA,12,12.2
14019-5-0,"HALF MOON",HYPER,7,7.5
14020-5-0,"heaven above",HYPER,7,8.0
14020-7-0,"heaven above",ANOTHER,9,9.3
14021-5-0,"High School Love",HYPER,7,7.0
14021-7-0,"High School Love",ANOTHER,9,9.3
14022-5-0,"HONEY♂PUNCH",HYPER,7,7.0
14022-7-0,"HONEY♂PUNCH",ANOTHER,10,10.5
14023-5-0,KAMAITACHI,HYPER,10,10.5
14023-7-0,KAMAITACHI,ANOTHER,12,12.1
14023-9-0,KAMAITACHI,LEGGENDARIA,12,12.7
14024-5-0,"LASER CRUSTER",HYPER,11,10.7
14024-7-0,"LASER CRUSTER",ANOTHER,12,12.3
14025-5-0,"Make Me Your Own",HYPER,9,9.3
14025-7-0,"Make Me Your Own",ANOTHER,11,11.4
14026-5-0,"METALLIC MIND",HYPER,7,8.0
14027-5-0,"My Only Shining Star",HYPER,7,7.0
14027-7-0,"My Only Shining Star",ANOTHER,9,8.5
14029-5-0,"op.31 叙情",HYPER,11,10.7
14029-7-0,"op.31 叙情",ANOTHER,12,11.6
14030-5-0,"Play back hate you",HYPER,8,8.0
14030-7-0,"Play back hate you",ANOTHER,10,10.2
14031-5-0,"Red Rocket Rising",HYPER,9,9.6
14032-5-0,Roulette,HYPER,8,7.5
14032-7-0,Roulette,ANOTHER,10,10.2
14033-5-0,"Second Heaven",HYPER,8,8.5
14033-7-0,"Second Heaven",ANOTHER,11,11.8
14034-5-0,"Sense 2007",HYPER,12,12.1
14034-7-0,"Sense 2007",ANOTHER,12,12.2
14035-5-0,smile,HYPER,9,9.3
14035-7-0,smile,ANOTHER,12,12.0
14036-5-0,"snow storm",HYPER,10,9.6
14036-7-0,"snow storm",ANOTHER,12,12.0
14037-7-0,"So Real",ANOTHER,8,8.0
14038-5-0,"STARS☆☆☆ (Re-tuned by HΛL) -IIDX EDITION-",HYPER,7,7.5
14039-5-0,"the shadow",HYPER,9,10.0
14039-7-0,"the shadow",ANOTHER,11,10.7
14040-7-0,"The Smile of You",ANOTHER,7,7.5
14041-5-0,TRANOID,HYPER,10,10.2
14041-7-0,TRANOID,ANOTHER,12,12.2
14041-9-0,TRANOID,LEGGENDARIA,12,12.6
14042-5-0,VANESSA,HYPER,11,11.0
14042-7-0,VANESSA,ANOTHER,12,12.4
14042-9-0,VANESSA,LEGGENDARIA,12,12.6
14044-5-0,"With your Smile",HYPER,7,7.5
14044-7-0,"With your Smile",ANOTHER,8,8.5
14045-5-0,X-rated,HYPER,8,7.5
14045-7-0,X-rated,ANOTHER,10,10.2
14046-5-0,"Yabis Starlight",HYPER,8,8.0
14047-5-0,"カミロ・ウナ・メンデス",HYPER,7,7.5
14048-5-0,"鬼言集",HYPER,7,7.5
14048-7-0,"鬼言集",ANOTHER,10,10.2
14049-5-0,"クルクル☆ラブ ～Opioid Peptide MIX～",HYPER,8,8.0
14049-7-0,"クルクル☆ラブ ～Opioid Peptide MIX～",ANOTHER,10,10.0
14050-5-0,"シティ・エンジェル",HYPER,7,7.5
14050-7-0,"シティ・エンジェル",ANOTHER,10,10.7
14051-5-0,"零 -ZERO-",HYPER,8,8.5
14051-7-0,"零 -ZERO-",ANOTHER,10,10.2
14052-5-0,"電人、暁に斃れる。",HYPER,10,10.2
14052-7-0,"電人、暁に斃れる。",ANOTHER,12,12.3
14053-5-0,"花吹雪 ～IIDX LIMITED～",HYPER,7,6.5
14053-7-0,"花吹雪 ～IIDX LIMITED～",ANOTHER,8,9.0
14054-5-0,"星をこの手に",HYPER,9,9.3
14054-7-0,"星をこの手に",ANOTHER,10,10.5
14055-7-0,"ヨシダさん",ANOTHER,8,7.5
15001-5-0,"2 tribe 4 K (DJT)",HYPER,8,8.5
15001-5-1,"2 tribe 4 K (LC)",HYPER,7,7.0
15001-7-0,"2 tribe 4 K",ANOTHER,10,10.2
15002-5-0,"Anisakis -somatic mutation type ""Forza""-",HYPER,10,10.7
15002-7-0,"Anisakis -somatic mutation type ""Forza""-",ANOTHER,12,12.0
15002-9-0,"Anisakis -somatic mutation type ""Forza""-",LEGGENDARIA,12,12.6
15003-5-0,avant-guerre,HYPER,9,9.0
15003-7-0,avant-guerre,ANOTHER,10,9.6
15004-5-0,"Be OK",HYPER,9,9.6
15004-7-0,"Be OK",ANOTHER,12,12.1
15005-5-0,"beatonic nation",HYPER,7,7.0
15005-7-0,"beatonic nation",ANOTHER,10,10.0
15006-5-0,"Blue Rain",HYPER,7,7.5
15006-7-0,"Blue Rain",ANOTHER,10,10.2
15006-9-0,"Blue Rain",LEGGENDARIA,12,12.5
15007-5-0,"Darling my LUV",HYPER,7,7.0
15008-5-0,"Dazzlin' Darlin",HYPER,7,6.5
15008-7-0,"Dazzlin' Darlin",ANOTHER,11,10.5
15009-5-0,"Digitank System",HYPER,8,8.5
15009-7-0,"Digitank System",ANOTHER,10,10.2
15010-5-0,"Do it!! Do it!!",HYPER,10,10.0
15010-7-0,"Do it!! Do it!! (DJT)",ANOTHER,11,12.3
15010-7-1,"Do it!! Do it!! (EMP)",ANOTHER,12,12.1
15010-9-0,"Do it!! Do it!!",LEGGENDARIA,12,12.6
15011-5-0,"end of world",HYPER,10,10.2
15011-7-0,"end of world",ANOTHER,11,11.6
15012-5-0,evergreen,HYPER,8,9.0
15012-7-0,evergreen,ANOTHER,11,11.0
15013-5-0,"four pieces of heaven",HYPER,10,10.7
15013-7-0,"four pieces of heaven",ANOTHER,12,12.4
15013-9-0,"four pieces of heaven",LEGGENDARIA,12,12.6
15014-5-0,"Freeway Shuffle",HYPER,8,8.5
15014-7-0,"Freeway Shuffle",ANOTHER,9,9.6
15015-5-0,"I'm In Love Again -DJ YOSHITAKA REMIX-",HYPER,9,9.0
15016-5-0,ICARUS,HYPER,10,10.5
15016-7-0,ICARUS,ANOTHER,12,12.2
15016-9-0,ICARUS,LEGGENDARIA,12,12.7
15018-5-0,"JOURNEY TO “FANTASICA” (IIDX LIMITED)",HYPER,9,8.5
15018-7-0,"JOURNEY TO “FANTASICA” (IIDX LIMITED)",ANOTHER,10,10.7
15019-5-0,"Kick Out 仮面",HYPER,7,7.5
15019-7-0,"Kick Out 仮面",ANOTHER,10,10.2
15021-5-0,madrugada,HYPER,7,7.5
15021-7-0,"madrugada (DJT)",ANOTHER,10,11.0
15021-7-1,"madrugada (CB)",ANOTHER,10,11.0
15022-5-0,"MAX LOVE",HYPER,9,8.5
15022-7-0,"MAX LOVE",ANOTHER,10,10.7
15024-5-0,"MENTAL MELTDOWN",HYPER,9,9.3
15024-7-0,"MENTAL MELTDOWN",ANOTHER,11,11.6
15025-5-0,"Now and Forever",HYPER,9,9.3
15025-7-0,"Now and Forever",ANOTHER,11,11.4
15026-5-0,oratio,HYPER,9,9.3
15026-7-0,oratio,ANOTHER,12,11.8
15028-7-0,"PROMISE FOR LIFE",ANOTHER,8,7.5
15029-5-0,REMINISCENCE,HYPER,9,9.0
15029-7-0,REMINISCENCE,ANOTHER,11,11.0
15030-5-0,"Rising in the Sun(original mix) (DJT)",HYPER,8,8.0
15030-5-1,"Rising in the Sun(original mix) (HERO)",HYPER,9,7.5
15030-7-1,"Rising in the Sun(original mix) (HERO)",ANOTHER,11,10.7
15031-5-0,Ristaccia,HYPER,8,8.5
15031-7-0,Ristaccia,ANOTHER,10,10.2
15031-9-0,Ristaccia,LEGGENDARIA,11,11.6
15032-5-0,"ROCK ME NOW",HYPER,9,8.5
15034-5-0,satfinal,HYPER,8,7.5
15034-7-0,satfinal,ANOTHER,10,9.6
15035-5-0,"scar in the earth",HYPER,7,6.5
15035-7-0,"scar in the earth",ANOTHER,9,9.0
15036-5-0,SHIFT,HYPER,8,8.5
15036-7-0,SHIFT,ANOTHER,10,10.5
15037-5-0,"soldier's waltz (DJT)",HYPER,9,9.3
15037-5-1,"soldier's waltz (HERO)",HYPER,9,8.0
15037-7-0,"soldier's waltz",ANOTHER,11,11.0
15038-5-0,"SOUND OF GIALLARHORN",HYPER,9,9.3
15038-7-0,"SOUND OF GIALLARHORN",ANOTHER,10,10.7
15039-5-0,"STEEL NEEDLE",HYPER,10,10.2
15039-7-0,"STEEL NEEDLE",ANOTHER,11,11.8
15039-9-0,"STEEL NEEDLE",LEGGENDARIA,12,12.7
15040-5-0,switch,HYPER,9,9.0
15040-7-0,switch,ANOTHER,11,11.4
15041-5-0,"THE DEEP STRIKER",HYPER,10,10.0
15041-7-0,"THE DEEP STRIKER",ANOTHER,11,11.6
15041-9-0,"THE DEEP STRIKER",LEGGENDARIA,12,12.4
15042-5-0,"the trigger of innocence",HYPER,9,9.0
15042-7-0,"the trigger of innocence",ANOTHER,10,11.0
15042-9-0,"the trigger of innocence",LEGGENDARIA,12,12.2
15043-5-0,"Time to Air",HYPER,9,8.5
15043-7-0,"Time to Air",ANOTHER,11,10.7
15043-9-0,"Time to Air",LEGGENDARIA,12,12.5
15044-5-0,"TRIP MACHINE PhoeniX (DJT)",HYPER,9,9.0
15044-5-1,"TRIP MACHINE PhoeniX (ROOT)",HYPER,9,8.0
15044-7-0,"TRIP MACHINE PhoeniX (DJT)",ANOTHER,10,10.2
15044-7-1,"TRIP MACHINE PhoeniX (ROOT)",ANOTHER,11,11.4
15045-5-0,TROOPERS,HYPER,10,10.0
15045-7-0,TROOPERS,ANOTHER,12,12.0
15046-5-0,"Übertreffen",HYPER,10,10.7
15046-7-0,"Übertreffen",ANOTHER,11,11.6
15046-9-0,"Übertreffen",LEGGENDARIA,12,12.4
15047-7-0,"Wanna Party?",ANOTHER,9,9.6
15047-9-0,"Wanna Party?",LEGGENDARIA,12,12.2
15048-7-0,"エコ爺",ANOTHER,9,8.5
15049-5-0,"ミラージュ・レジデンス",HYPER,10,10.2
15049-7-0,"ミラージュ・レジデンス",ANOTHER,12,12.1
15050-5-0,"華爛漫 -Flowers-",HYPER,9,8.5
