song_id,name,difficulty,level,unofficial_diff
15050-7-0,"華爛漫 -Flowers-",ANOTHER,10,10.0
15050-9-0,"華爛漫 -Flowers-",LEGGENDARIA,12,12.4
15051-5-0,"叶うまでは",HYPER,8,8.0
15052-5-0,"高高度降下低高度開傘",HYPER,9,9.0
15052-7-0,"高高度降下低高度開傘",ANOTHER,10,10.7
15053-5-0,"少年A",HYPER,10,10.5
15053-7-0,"少年A",ANOTHER,12,12.4
15054-7-0,"湘南族 -cannibal coast-",ANOTHER,9,9.3
15056-5-0,"NEW GENERATION -もう、お前しか見えない-",HYPER,9,8.5
15056-7-0,"NEW GENERATION -もう、お前しか見えない-",ANOTHER,11,11.8
15056-9-0,"NEW GENERATION -もう、お前しか見えない-",LEGGENDARIA,12,12.3
15057-7-0,radius,ANOTHER,9,10.0
15058-5-0,"Shades of Grey",HYPER,9,9.3
15058-7-0,"Shades of Grey",ANOTHER,10,10.5
15059-5-0,"State Of The Art",HYPER,8,7.5
15059-7-0,"State Of The Art (DJT)",ANOTHER,9,9.3
15059-7-1,"State Of The Art (SINO)",ANOTHER,12,12.3
15059-9-0,"State Of The Art",LEGGENDARIA,12,12.3
15060-5-0,"マチ子の唄",HYPER,7,6.5
15060-7-0,"マチ子の唄",ANOTHER,9,8.5
15061-5-0,"PARANOiA ～HADES～",HYPER,11,11.6
15061-7-0,"PARANOiA ～HADES～",ANOTHER,12,12.6
15062-5-0,MENDES,HYPER,10,10.5
15062-7-0,MENDES,ANOTHER,12,12.6
15062-9-0,MENDES,LEGGENDARIA,12,12.7
16001-5-0,3y3s,HYPER,10,10.7
16001-7-0,3y3s,ANOTHER,12,12.0
16002-5-0,"ALL I NEED YOUR LOVE",HYPER,7,7.5
16002-7-0,"ALL I NEED YOUR LOVE",ANOTHER,9,9.6
16003-5-0,"ALL MY TURN -このターンに、オレの全てを賭ける-",HYPER,9,8.5
16003-7-0,"ALL MY TURN -このターンに、オレの全てを賭ける-",ANOTHER,11,11.0
16003-9-0,"ALL MY TURN -このターンに、オレの全てを賭ける-",LEGGENDARIA,12,12.3
16004-5-0,"B4U(BEMANI FOR YOU MIX)",HYPER,9,9.3
16004-7-0,"B4U(BEMANI FOR YOU MIX)",ANOTHER,11,10.7
16004-9-0,"B4U(BEMANI FOR YOU MIX)",LEGGENDARIA,12,12.3
16005-5-0,"Bahram Attack -猫叉Master Remix-",HYPER,9,9.0
16005-7-0,"Bahram Attack -猫叉Master Remix-",ANOTHER,11,11.4
16005-9-0,"Bahram Attack -猫叉Master Remix-",LEGGENDARIA,11,12.1
16006-5-0,"BRIDAL FESTIVAL!!!",HYPER,8,7.5
16006-7-0,"BRIDAL FESTIVAL!!!",ANOTHER,9,9.3
16007-5-0,"Captivate2 ～覚醒～",HYPER,9,9.0
16007-7-0,"Captivate2 ～覚醒～",ANOTHER,11,11.6
16007-9-0,"CaptivAte2 ～覚醒～",LEGGENDARIA,12,12.1
16008-5-0,"Cyber Force -DJ Yoshitaka Remix-",HYPER,9,9.0
16008-7-0,"Cyber Force -DJ Yoshitaka Remix-",ANOTHER,10,10.0
16009-5-0,"Flash back 90's",HYPER,8,7.5
16009-7-0,"Flash back 90's",ANOTHER,9,9.3
16009-9-0,"Flash back 90's",LEGGENDARIA,10,10.2
16010-5-0,"Fly Above",HYPER,8,8.0
16010-7-0,"Fly Above",ANOTHER,9,8.5
16011-5-0,"HOUSE NATION",HYPER,8,8.5
16011-7-0,"HOUSE NATION",ANOTHER,10,10.2
16012-5-0,HYPERION,HYPER,9,9.3
16012-7-0,HYPERION,ANOTHER,11,11.2
16013-5-0,"I'm Screaming Love",HYPER,7,6.5
16013-7-0,"I'm Screaming Love",ANOTHER,9,9.6
16014-5-0,Jack,HYPER,8,8.0
16014-7-0,Jack,ANOTHER,11,11.0
16015-5-0,"JEWELLERY STORM",HYPER,9,9.0
16015-7-0,"JEWELLERY STORM",ANOTHER,11,11.0
16016-5-0,"Mind Mapping",HYPER,7,6.5
16016-7-0,"Mind Mapping",ANOTHER,8,9.0
16016-9-0,"Mind Mapping",LEGGENDARIA,11,11.8
16017-5-0,"Monkey Dance'09",HYPER,8,8.0
16017-7-0,"Monkey Dance'09",ANOTHER,11,11.4
16018-5-0,"MY FUTURE",HYPER,9,9.0
16018-7-0,"MY FUTURE",ANOTHER,11,11.2
16019-5-0,"naughty girl@Queen's Palace",HYPER,8,8.5
16019-7-0,"naughty girl@Queen's Palace",ANOTHER,10,10.0
16019-9-0,"naughty girl@Queen's Palace",LEGGENDARIA,11,11.8
16020-5-0,neogenesis,HYPER,7,6.5
16020-7-0,neogenesis,ANOTHER,9,10.0
16020-9-0,neogenesis,LEGGENDARIA,11,12.0
16021-5-0,"NΦ CRIME",HYPER,8,8.5
16021-7-0,"NΦ CRIME",ANOTHER,9,9.3
16021-9-0,"NΦ CRIME",LEGGENDARIA,11,11.4
16022-5-0,"Our Song",HYPER,8,8.0
16022-7-0,"Our Song",ANOTHER,10,10.0
16023-5-0,"Programmed World",HYPER,10,10.7
16023-7-0,"Programmed World",ANOTHER,11,11.8
16024-5-0,"PSYCHE PLANET-GT",HYPER,9,9.0
16024-7-0,"PSYCHE PLANET-GT",ANOTHER,10,10.7
16025-5-0,"PunchLove仮面",HYPER,9,9.6
16025-7-0,"PunchLove仮面",ANOTHER,10,10.7
16025-9-0,"PunchLove仮面",LEGGENDARIA,12,12.1
16026-5-0,"Queen's Tragedy",HYPER,8,8.5
16026-7-0,"Queen's Tragedy",ANOTHER,9,9.6
16027-5-0,Secrets,HYPER,10,10.0
16027-7-0,Secrets,ANOTHER,11,11.6
16027-9-0,Secrets,LEGGENDARIA,12,12.4
16028-5-0,"smooooch･∀･",HYPER,8,7.5
16028-7-0,"smooooch･∀･",ANOTHER,10,10.5
16029-5-0,"THE SHINING POLARIS(kors k mix)",HYPER,7,7.0
16029-5-1,"THE SHINING POLARIS(kors k mix) (RDT)",HYPER,9,9.3
16029-7-0,"THE SHINING POLARIS(kors k mix)",ANOTHER,8,8.5
16029-7-1,"THE SHINING POLARIS(kors k mix) (RDT)",ANOTHER,11,11.2
16030-5-0,"thunder HOUSE NATION Remix (EMP)",HYPER,8,8.5
16030-5-1,"thunder HOUSE NATION Remix (BIS)",HYPER,8,7.5
16030-7-0,"thunder HOUSE NATION Remix",ANOTHER,10,10.7
16030-9-0,"thunder HOUSE NATION Remix",LEGGENDARIA,12,12.4
16031-5-0,"Turii ～Panta rhei～",HYPER,8,9.0
16031-7-0,"Turii ～Panta rhei～",ANOTHER,10,10.7
16032-5-0,V2,HYPER,10,10.2
16032-7-0,V2,ANOTHER,11,11.8
16033-5-0,"Y&Co. is dead or alive",HYPER,10,10.0
16033-7-0,"Y&Co. is dead or alive (EMP)",ANOTHER,11,11.2
16033-7-1,"Y&Co. is dead or alive (CB)",ANOTHER,12,12.4
16033-9-0,"Y&Co. is dead or alive",LEGGENDARIA,12,12.4
16034-5-0,"アタック NO.3",HYPER,9,8.5
16034-7-0,"アタック NO.3",ANOTHER,10,10.5
16035-5-0,"ハリツヤランデヴー",HYPER,8,8.0
16035-7-0,"ハリツヤランデヴー",ANOTHER,10,10.2
16036-5-0,"まほろば",HYPER,8,8.0
16036-7-0,"まほろば",ANOTHER,11,11.4
16037-5-0,"ミッドナイト堕天使",HYPER,8,8.5
16037-7-0,"ミッドナイト堕天使 (EMP)",ANOTHER,9,9.6
16037-7-1,"ミッドナイト堕天使 (SINO)",ANOTHER,12,12.0
16037-9-0,"ミッドナイト堕天使",LEGGENDARIA,11,12.0
16038-5-0,"山岡晃の「クイズ！家事都合！」",HYPER,8,8.0
16038-7-0,"山岡晃の「クイズ！家事都合！」",ANOTHER,10,10.5
16039-5-0,"鉄甲乙女 -under the steel-",HYPER,9,8.5
16039-7-0,"鉄甲乙女 -under the steel-",ANOTHER,10,10.5
16040-5-0,"天空脳番長危機十六連打",HYPER,10,10.2
16040-7-0,"天空脳番長危機十六連打",ANOTHER,11,11.6
16041-5-0,"翼",HYPER,8,7.5
16041-7-0,"翼",ANOTHER,9,9.3
16041-9-0,"翼",LEGGENDARIA,11,11.0
16042-5-0,"凛として咲く花の如く",HYPER,9,9.0
16042-7-0,"凛として咲く花の如く",ANOTHER,10,10.5
16042-9-0,"凛として咲く花の如く",LEGGENDARIA,12,12.0
16043-5-0,"Kung-fu Empire",HYPER,10,10.0
16043-7-0,"Kung-fu Empire",ANOTHER,11,11.4
16043-9-0,"Kung-fu Empire",LEGGENDARIA,12,12.2
16044-5-0,"Arabian Rave Night",HYPER,10,10.0
16044-7-0,"Arabian Rave Night",ANOTHER,11,11.6
16044-9-0,"Arabian Rave Night",LEGGENDARIA,12,12.3
16045-5-0,"Marie Antoinette",HYPER,9,9.0
16045-7-0,"Marie Antoinette",ANOTHER,11,12.0
16045-9-0,"Marie Antoinette",LEGGENDARIA,11,12.0
16046-5-0,"卑弥呼",HYPER,11,11.6
16046-7-0,"卑弥呼",ANOTHER,12,12.7
16046-9-0,"卑弥呼",LEGGENDARIA,12,12.6
16047-5-0,"You'll say ""Now!""",HYPER,10,10.0
16047-7-0,"You'll say ""Now!""",ANOTHER,11,11.8
16048-5-0,"THANK YOU FOR PLAYING",HYPER,8,8.5
16048-7-0,"THANK YOU FOR PLAYING",ANOTHER,10,10.2
16048-9-0,"THANK YOU FOR PLAYING",LEGGENDARIA,11,11.4
16049-5-0,"BITTER CHOCOLATE STRIKER",HYPER,10,10.5
16049-7-0,"BITTER CHOCOLATE STRIKER",ANOTHER,11,11.6
16050-5-0,"Colorful Cookie",HYPER,10,10.0
16050-7-0,"Colorful Cookie",ANOTHER,12,12.2
16051-5-0,"不沈艦CANDY",HYPER,9,9.3
16051-7-0,"不沈艦CANDY",ANOTHER,11,12.0
17001-5-0,"Bad Maniacs",HYPER,10,10.7
17001-7-0,"Bad Maniacs",ANOTHER,12,12.6
17002-5-0,"beatchic☆仮面 ～好き、でいさせて～",HYPER,8,8.0
17002-7-0,"beatchic☆仮面 ～好き、でいさせて～",ANOTHER,10,10.2
17003-5-0,"being torn the sky",HYPER,7,7.0
17003-7-0,"being torn the sky",ANOTHER,9,9.3
17004-5-0,"bloomin' feeling",HYPER,10,10.2
17004-7-0,"bloomin' feeling",ANOTHER,11,11.6
17005-5-0,"Brazilian Fire",HYPER,7,7.0
17005-7-0,"Brazilian Fire",ANOTHER,9,9.3
17006-5-0,"CaptivtAte ～裁き～ (SUBLIME TECHNO MIX)",HYPER,8,8.5
17006-7-0,"CaptivtAte ～裁き～ (SUBLIME TECHNO MIX)",ANOTHER,10,10.2
17007-7-0,"Chocolate Dancing",ANOTHER,8,8.0
17008-5-0,DESIRE,HYPER,8,8.0
17008-7-0,DESIRE,ANOTHER,10,11.0
17009-5-0,"Do Back Burn (SIR)",HYPER,9,9.3
17009-5-1,"Do Back Burn (CH)",HYPER,9,9.3
17009-7-0,"Do Back Burn (SIR)",ANOTHER,10,10.2
17009-7-1,"Do Back Burn (CH)",ANOTHER,10,10.2
17010-5-0,DOMINION,HYPER,10,10.0
17010-7-0,DOMINION,ANOTHER,12,12.1
17011-5-0,DROP,HYPER,8,8.0
17011-7-0,DROP,ANOTHER,11,11.2
17012-5-0,Elisha,HYPER,9,8.5
17012-7-0,Elisha,ANOTHER,11,11.2
17013-5-0,"Empire State Glory",HYPER,10,10.2
17013-7-0,"Empire State Glory",ANOTHER,11,11.8
17014-5-0,EXUSIA,HYPER,10,10.5
17014-7-0,EXUSIA,ANOTHER,12,12.3
17015-5-0,G59,HYPER,11,10.5
17015-7-0,G59,ANOTHER,12,12.3
17016-5-0,GALGALIM,HYPER,10,10.5
17016-7-0,GALGALIM,ANOTHER,12,12.1
17017-5-0,"Hydrogen Blueback",HYPER,8,8.0
17017-7-0,"Hydrogen Blueback",ANOTHER,10,10.5
17017-9-0,"Hydrogen Blueback",LEGGENDARIA,11,11.6
17018-5-0,"Keep It -秋葉工房Mix-",HYPER,9,9.6
17018-7-0,"Keep It -秋葉工房Mix-",ANOTHER,11,11.6
17019-5-0,"Last Burning",HYPER,7,7.5
17019-7-0,"Last Burning",ANOTHER,9,9.6
17020-5-0,"Light Shine",HYPER,9,9.3
17020-7-0,"Light Shine",ANOTHER,11,11.4
17021-5-0,"London Affairs Beckoned With Money Loved By Yellow Papers.",HYPER,7,6.5
17021-7-0,"London Affairs Beckoned With Money Loved By Yellow Papers.",ANOTHER,8,7.5
17022-5-0,"MIRACLE MEETS",HYPER,9,9.0
17022-7-0,"MIRACLE MEETS",ANOTHER,10,10.0
17023-7-0,"MIRU key way",ANOTHER,8,8.5
17024-5-0,"Mysterious Time",HYPER,7,7.5
17024-7-0,"Mysterious Time",ANOTHER,11,11.6
17025-5-0,"NEW SENSATION -もう、あなたしか見えない-",HYPER,9,9.0
17025-7-0,"NEW SENSATION -もう、あなたしか見えない-",ANOTHER,11,11.4
17026-5-0,"NoN-Fiction Story!",HYPER,7,6.5
17026-7-0,"NoN-Fiction Story!",ANOTHER,9,9.3
17027-5-0,"One of A Kind",HYPER,7,7.0
17027-7-0,"One of A Kind",ANOTHER,9,9.3
17028-5-0,"Programmed Sun",HYPER,9,9.0
17028-7-0,"Programmed Sun",ANOTHER,10,10.2
17029-5-0,"Raison d'être～交差する宿命～",HYPER,10,10.0
17029-7-0,"Raison d'être～交差する宿命～",ANOTHER,12,12.4
17030-5-0,"Red. by Full Metal Jacket",HYPER,9,9.3
17030-7-0,"Red. by Full Metal Jacket",ANOTHER,12,11.8
17031-5-0,"Roots of my way!",HYPER,7,7.0
17031-7-0,"Roots of my way!",ANOTHER,9,9.3
17032-5-0,"Session 1 -Genesis-",HYPER,9,9.0
17032-7-0,"Session 1 -Genesis-",ANOTHER,11,11.8
17033-5-0,"She is my wife",HYPER,9,9.0
17033-7-0,"She is my wife",ANOTHER,10,10.5
17034-5-0,Sorrows,HYPER,8,8.5
17034-7-0,Sorrows,ANOTHER,11,11.2
17035-5-0,"SPARK ! -essential RMX-",HYPER,8,7.5
17035-7-0,"SPARK ! -essential RMX-",ANOTHER,10,10.5
17036-5-0,"spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-",HYPER,9,9.0
17036-7-0,"spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-",ANOTHER,10,10.7
17037-5-0,Sunrise,HYPER,9,9.3
17037-7-0,Sunrise,ANOTHER,11,10.7
17038-5-0,"To the Future",HYPER,7,7.0
17038-7-0,"To the Future",ANOTHER,9,9.0
17039-5-0,"with me...",HYPER,8,8.0
17039-7-0,"with me...",ANOTHER,9,9.0
17040-5-0,"かずあそび",HYPER,7,7.0
17040-7-0,"かずあそび",ANOTHER,9,8.5
17041-5-0,"コスモス",HYPER,8,8.0
17041-7-0,"コスモス",ANOTHER,9,9.3
17042-5-0,"たからもの",HYPER,7,7.5
17042-7-0,"たからもの",ANOTHER,10,10.5
17042-9-0,"たからもの",LEGGENDARIA,11,11.4
17043-7-0,"バビロニア",ANOTHER,8,9.0
17044-7-0,"フェティッシュペイパー ～脇の汗回転ガール～",ANOTHER,10,10.2
17045-5-0,"未来のプリズム",HYPER,8,7.5
17045-7-0,"未来のプリズム",ANOTHER,10,10.2
17046-5-0,"ワルツ第17番 ト短調""大犬のワルツ""",HYPER,10,10.7
17046-7-0,"ワルツ第17番 ト短調""大犬のワルツ""",ANOTHER,12,12.5
17047-5-0,"bass 2 bass",HYPER,7,7.5
17047-7-0,"bass 2 bass",ANOTHER,10,10.5
17048-5-0,"IN THE NAME OF LOVE",HYPER,8,7.5
17048-7-0,"IN THE NAME OF LOVE",ANOTHER,10,10.2
17049-5-0,"Special One",HYPER,8,8.5
17049-7-0,"Special One",ANOTHER,9,10.0
17050-5-0,"AIR RAID FROM THA UNDAGROUND",HYPER,9,9.6
17050-7-0,"AIR RAID FROM THA UNDAGROUND",ANOTHER,11,11.4
17050-9-0,"AIR RAID FROM THA UNDAGROUND",LEGGENDARIA,12,12.4
17051-5-0,Evans,HYPER,10,10.2
17051-7-0,Evans,ANOTHER,12,12.0
17052-5-0,D,HYPER,10,10.5
17052-7-0,D,ANOTHER,11,11.2
17053-5-0,Almagest,HYPER,11,11.6
17053-7-0,Almagest,ANOTHER,12,12.7
17055-5-0,"DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-",HYPER,7,7.5
17055-7-0,"DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-",ANOTHER,10,10.0
17056-5-0,mosaic,HYPER,8,8.5
17056-7-0,mosaic,ANOTHER,11,11.4
17057-5-0,"Dazzlin Darlin -秋葉工房mix-",HYPER,8,9.3
17057-7-0,"Dazzlin Darlin -秋葉工房mix-",ANOTHER,11,11.4
17058-5-0,"Almagest (HCN Ver.)",HYPER,11,11.4
17058-7-0,"Almagest (HCN Ver.)",ANOTHER,12,12.6
18001-5-0,Aegis,HYPER,8,7.5
18001-7-0,Aegis,ANOTHER,10,10.7
18002-5-0,Answer,HYPER,7,6.5
18002-7-0,Answer,ANOTHER,9,9.3
18003-5-0,"Believe In Me",HYPER,9,8.5
18003-7-0,"Believe In Me",ANOTHER,11,11.0
18004-5-0,"BLUST OF WIND",HYPER,8,7.5
18004-7-0,"BLUST OF WIND",ANOTHER,10,9.6
18004-9-0,"BLUST OF WIND",LEGGENDARIA,11,11.2
18005-5-0,"Bounce Bounce Bounce",HYPER,9,8.5
18005-7-0,"Bounce Bounce Bounce",ANOTHER,11,11.2
18006-5-0,"BROKEN EDEN",HYPER,10,10.5
18006-7-0,"BROKEN EDEN",ANOTHER,11,11.6
18007-5-0,"Cansei de S NIK",HYPER,7,7.5
18007-7-0,"Cansei de S NIK",ANOTHER,9,9.3
18008-5-0,DAYDREAMER,HYPER,8,7.5
18008-7-0,DAYDREAMER,ANOTHER,10,10.2
18009-5-0,"Destiny Sword",HYPER,9,9.3
18009-7-0,"Destiny Sword",ANOTHER,11,11.4
18010-5-0,"Energy Drive",HYPER,8,9.3
18010-7-0,"Energy Drive",ANOTHER,11,11.6
18011-5-0,"EXTREMA PT.2",HYPER,7,7.0
18011-7-0,"EXTREMA PT.2",ANOTHER,10,10.2
18012-5-0,Fantasia,HYPER,8,8.0
18012-7-0,Fantasia,ANOTHER,10,10.5
18013-5-0,"Get Out",HYPER,7,7.0
18013-7-0,"Get Out",ANOTHER,9,9.6
18014-5-0,"Golden Palms",HYPER,9,9.3
18014-7-0,"Golden Palms",ANOTHER,10,10.7
18014-9-0,"Golden Palms",LEGGENDARIA,11,11.6
18015-5-0,"I FIGHT ME",HYPER,7,7.5
18015-7-0,"I FIGHT ME",ANOTHER,10,10.0
18016-7-0,"La Mar",ANOTHER,8,8.5
18017-5-0,"Mermaid Girl",HYPER,8,8.5
18017-7-0,"Mermaid Girl",ANOTHER,10,10.5
18018-5-0,"Never Fade Away",HYPER,9,9.0
18018-7-0,"Never Fade Away",ANOTHER,11,11.6
18019-5-0,"New Castle Legions",HYPER,10,9.6
18019-7-0,"New Castle Legions (RA)",ANOTHER,12,12.0
18019-7-1,"New Castle Legions (ROOT)",ANOTHER,12,12.1
18020-5-0,"passionate fate",HYPER,9,8.5
18020-7-0,"passionate fate",ANOTHER,11,11.4
18021-5-0,"Programmed Life",HYPER,9,9.6
18021-7-0,"Programmed Life",ANOTHER,11,11.6
18022-5-0,"Programmed Sun (xac Antarctic Ocean mix)",HYPER,7,7.0
18022-7-0,"Programmed Sun (xac Antarctic Ocean mix)",ANOTHER,10,10.0
18023-5-0,reunion,HYPER,11,11.4
18023-7-0,reunion,ANOTHER,12,12.5
18024-5-0,"Rock Da House",HYPER,8,8.0
18024-7-0,"Rock Da House",ANOTHER,10,10.5
18025-5-0,"Session 9 -chronicles-",HYPER,10,10.0
18025-7-0,"Session 9 -chronicles-",ANOTHER,12,12.0
18026-5-0,"Space Time",HYPER,8,8.5
18026-7-0,"Space Time",ANOTHER,11,11.4
18027-7-0,"Stay my side",ANOTHER,7,7.5
18028-5-0,"Take Me Higher",HYPER,8,8.0
18028-7-0,"Take Me Higher",ANOTHER,10,10.5
18029-5-0,"THE DOOR INTO RAINBOW",HYPER,9,9.3
18029-7-0,"THE DOOR INTO RAINBOW",ANOTHER,11,11.2
18030-5-0,"Tropical April",HYPER,9,8.5
18030-7-0,"Tropical April",ANOTHER,11,11.4
18031-5-0,Vermillion,HYPER,8,8.5
18031-7-0,Vermillion,ANOTHER,10,10.5
18032-5-0,"Watch Out Pt.2",HYPER,9,9.6
18032-7-0,"Watch Out Pt.2",ANOTHER,11,11.8
18033-7-0,"WISE UP!",ANOTHER,9,9.0
18033-9-0,"WISE UP!",LEGGENDARIA,11,11.6
18034-5-0,"XANADU OF TWO",HYPER,8,7.5
18034-7-0,"XANADU OF TWO",ANOTHER,10,9.6
18035-5-0,"You Were The One",HYPER,8,8.0
18035-7-0,"You Were The One",ANOTHER,10,10.5
18036-5-0,"ZETA ～素数の世界と超越者～",HYPER,10,10.0
18036-7-0,"ZETA ～素数の世界と超越者～",ANOTHER,12,12.3
18037-5-0,"恋愛レボリューション21 -秋葉工房mix-",HYPER,7,6.5
18037-7-0,"恋愛レボリューション21 -秋葉工房mix-",ANOTHER,10,10.2
18038-5-0,"かげぬい Ver.BENIBOTAN",HYPER,7,7.5
18038-7-0,"かげぬい Ver.BENIBOTAN",ANOTHER,10,10.5
18039-7-0,"おおきなこえで",ANOTHER,7,6.5
18039-9-0,"おおきなこえで",LEGGENDARIA,10,10.0
18040-5-0,"ラクエン Feat.Chiharu Chonan -JAKA respect for K.S.K. Remix",HYPER,8,8.5
18040-7-0,"ラクエン Feat.Chiharu Chonan -JAKA respect for K.S.K. Remix",ANOTHER,11,11.6
18041-5-0,"夕焼け～Fading Day～",HYPER,9,9.0
18041-7-0,"夕焼け～Fading Day～",ANOTHER,11,11.4
18042-5-0,"ANTHEM LANDING",HYPER,10,10.0
18042-7-0,"ANTHEM LANDING",ANOTHER,11,11.2
18043-5-0,"灼熱Beach Side Bunny",HYPER,10,9.6
18043-7-0,"灼熱Beach Side Bunny",ANOTHER,12,12.4
18044-5-0,"Raise your hands",HYPER,8,8.0
18044-7-0,"Raise your hands",ANOTHER,11,11.4
18045-5-0,"WE LOVE SHONAN",HYPER,8,8.0
18045-7-0,"WE LOVE SHONAN",ANOTHER,11,11.6
18046-5-0,"DM STAR ～関西 energy style～",HYPER,9,9.6
18046-7-0,"DM STAR ～関西 energy style～",ANOTHER,11,11.4
18047-5-0,"ELECTRIC MASSIVE DIVER",HYPER,9,9.0
18047-7-0,"ELECTRIC MASSIVE DIVER",ANOTHER,12,12.1
18048-5-0,"Dances with Snow Fairies",HYPER,10,10.5
18048-7-0,"Dances with Snow Fairies",ANOTHER,12,12.3
18048-9-0,"Dances with Snow Fairies",LEGGENDARIA,12,12.7
18049-5-0,"SABER WING",HYPER,9,9.6
18049-7-0,"SABER WING",ANOTHER,12,12.1
18050-5-0,"sakura storm",HYPER,10,9.3
18050-7-0,"sakura storm",ANOTHER,12,12.1
18051-5-0,"旅人リラン",HYPER,10,10.0
18051-7-0,"旅人リラン",ANOTHER,12,12.1
18052-5-0,"Breaking the ground",HYPER,8,8.0
18052-7-0,"Breaking the ground",ANOTHER,10,10.2
18053-5-0,"LIFE SCROLLING",HYPER,8,8.5
18053-7-0,"LIFE SCROLLING",ANOTHER,10,10.5
18054-5-0,"Hardcore Mania",HYPER,8,8.5
18054-7-0,"Hardcore Mania",ANOTHER,10,10.5
18055-5-0,Kailua,HYPER,9,9.3
18055-7-0,Kailua,ANOTHER,12,11.6
18056-5-0,"THE BLACK KNIGHT",HYPER,10,10.0
18056-7-0,"THE BLACK KNIGHT",ANOTHER,12,12.1
18057-5-0,"Let The Track Flow",HYPER,8,8.0
18057-7-0,"Let The Track Flow",ANOTHER,11,11.4
18058-5-0,"PARADISE LOST",HYPER,10,9.3
18058-7-0,"PARADISE LOST",ANOTHER,12,12.6
18059-7-0,"Eternal Tears",ANOTHER,7,7.5
18060-7-0,"Medicine of love",ANOTHER,9,8.5
18061-5-0,ALBIDA,HYPER,9,9.0
18061-7-0,ALBIDA,ANOTHER,11,12.0
18062-5-0,"Everlasting Resort",HYPER,7,8.5
18062-7-0,"Everlasting Resort",ANOTHER,10,10.5
18063-5-0,"黒髪乱れし修羅となりて",HYPER,10,10.0
18063-7-0,"黒髪乱れし修羅となりて",ANOTHER,12,12.1
18064-5-0,"perditus†paradisus",HYPER,11,11.8
18064-7-0,"perditus†paradisus",ANOTHER,12,12.7
18065-5-0,"Love km",HYPER,8,8.0
18065-7-0,"Love km",ANOTHER,10,10.2
18066-5-0,"STELLAR WIND",HYPER,9,9.0
18066-7-0,"STELLAR WIND",ANOTHER,11,11.4
18067-5-0,"中華急行",HYPER,8,8.0
18067-7-0,"中華急行",ANOTHER,10,10.7
18068-5-0,"Wuv U",HYPER,9,8.0
18068-7-0,"Wuv U",ANOTHER,11,11.6
18069-5-0,"Sakura Reflection",HYPER,9,9.0
18069-7-0,"Sakura Reflection",ANOTHER,11,11.6
18070-5-0,"SPECIAL SUMMER CAMPAIGN!",HYPER,10,10.0
18070-7-0,"SPECIAL SUMMER CAMPAIGN!",ANOTHER,12,12.0
18071-5-0,"Survival Games",HYPER,8,7.5
18071-7-0,"Survival Games",ANOTHER,10,10.2
18072-5-0,"THE FALLEN",HYPER,9,9.0
18072-7-0,"THE FALLEN",ANOTHER,11,11.2
18073-5-0,Broken,HYPER,9,8.5
18073-7-0,Broken,ANOTHER,12,12.0
18074-5-0,"Kailua (HCN Ver.)",HYPER,9,9.3
18074-7-0,"Kailua (HCN Ver.)",ANOTHER,12,11.4
19001-5-0,"A MINSTREL ～ver.short-scape～",HYPER,8,7.5
19001-7-0,"A MINSTREL ～ver.short-scape～",ANOTHER,9,9.0
19002-5-0,Almace,HYPER,8,8.5
19002-7-0,Almace,ANOTHER,11,11.8
19003-5-0,"ANAGRAMS I to Y",HYPER,8,7.5
19003-7-0,"ANAGRAMS I to Y",ANOTHER,9,9.3
19004-5-0,"BLACK.by X-Cross Fade",HYPER,10,10.0
19004-7-0,"BLACK.by X-Cross Fade",ANOTHER,12,12.2
19005-5-0,CALL,HYPER,8,8.0
19005-7-0,CALL,ANOTHER,8,8.5
19006-5-0,"Change the World",HYPER,9,8.0
19006-7-0,"Change the World",ANOTHER,11,11.2
19007-5-0,"DON'T WAKE ME FROM THE DREAM (2010 Summer Edition)",HYPER,7,7.0
19007-7-0,"DON'T WAKE ME FROM THE DREAM (2010 Summer Edition)",ANOTHER,9,10.0
19008-5-0,"Drive Me Crazy",HYPER,7,6.5
19008-7-0,"Drive Me Crazy",ANOTHER,10,10.5
19009-5-0,"Electric Super Highway",HYPER,7,7.5
19009-7-0,"Electric Super Highway",ANOTHER,9,9.3
19010-5-0,"ЁＶＯＬＵＴＩΦＮ",HYPER,8,8.0
19010-7-0,"ЁＶＯＬＵＴＩΦＮ",ANOTHER,10,10.5
19011-7-0,"Express Emotion",ANOTHER,9,10.0
19012-5-0,F,HYPER,10,10.2
19012-7-0,F,ANOTHER,12,12.3
19013-5-0,"Far east nightbird",HYPER,8,8.0
19013-7-0,"Far east nightbird",ANOTHER,10,10.2
19014-5-0,"Follow Tomorrow",HYPER,8,7.5
19014-7-0,"Follow Tomorrow",ANOTHER,10,10.2
19015-5-0,GIGANT,HYPER,7,7.5
19015-7-0,GIGANT,ANOTHER,10,10.2
19015-9-0,GIGANT,LEGGENDARIA,12,12.1
19016-5-0,"I'm so Happy",HYPER,9,8.5
19016-7-0,"I'm so Happy",ANOTHER,11,12.0
19017-5-0,"Into The Sunlight",HYPER,8,7.5
19017-7-0,"Into The Sunlight",ANOTHER,10,10.5
19018-7-0,"KYAMISAMA ONEGAI!",ANOTHER,9,9.3
